timestamp,facility_code,ambient_temperature_c,humidity_pct,wind_speed_ms,precipitation_mm,barometric_pressure_hpa
2022-01-03 10:00:00,PIR,10.7,54.0,6.5,0.0,1017.5
2022-01-03 11:00:00,PIR,11.2,63.0,6.0,0.75,1005.0
2022-01-03 12:00:00,PIR,11.3,63.1,6.5,0.0,1001.1
2022-01-03 13:00:00,PIR,11.7,71.7,8.1,0.0,1008.8
2022-01-03 14:00:00,PIR,10.9,73.3,6.5,5.02,1016.0
2022-01-03 15:00:00,PIR,11.6,61.2,5.5,0.0,1010.2
2022-01-03 16:00:00,PIR,9.8,58.4,5.3,0.0,993.0
2022-01-03 17:00:00,PIR,9.1,65.5,7.7,1.28,1014.6
2022-01-03 18:00:00,PIR,9.0,71.1,6.6,0.0,1014.4
2022-01-03 19:00:00,PIR,6.7,63.5,7.6,0.0,1016.7
2022-01-03 20:00:00,PIR,6.6,65.2,9.4,0.0,1016.1
2022-01-03 21:00:00,PIR,7.0,74.4,6.6,0.0,994.7
2022-01-03 22:00:00,PIR,6.8,72.6,7.4,0.0,997.1
2022-01-03 23:00:00,PIR,5.5,71.2,7.5,0.0,1011.8
2022-01-04 00:00:00,PIR,6.9,65.8,6.7,0.0,1012.8
2022-01-04 01:00:00,PIR,4.7,68.6,6.7,0.0,1005.6
2022-01-04 02:00:00,PIR,5.2,71.2,8.8,0.0,1015.8
2022-01-04 03:00:00,PIR,4.7,72.0,7.4,1.44,1015.2
2022-01-04 04:00:00,PIR,6.5,72.6,8.2,0.0,1016.3
2022-01-04 05:00:00,PIR,9.0,69.4,9.0,0.0,1008.0
2022-01-04 06:00:00,PIR,8.4,69.4,8.2,0.0,1005.1
2022-01-04 07:00:00,PIR,8.5,73.3,8.0,0.0,1017.5
2022-01-04 08:00:00,PIR,9.7,69.2,6.4,0.0,1011.5
2022-01-04 09:00:00,PIR,9.9,72.5,8.0,0.0,1012.5
2022-01-04 10:00:00,PIR,10.1,61.4,9.4,0.0,1018.0
2022-01-04 11:00:00,PIR,10.4,73.0,9.0,4.45,1019.2
2022-01-04 12:00:00,PIR,12.7,72.5,8.2,0.0,998.8
2022-01-04 13:00:00,PIR,10.7,62.2,9.2,0.29,1010.1
2022-01-04 14:00:00,PIR,9.0,71.3,10.3,0.0,1017.8
2022-01-04 15:00:00,PIR,11.1,70.5,11.4,0.0,1012.5
2022-01-04 16:00:00,PIR,9.8,67.8,11.6,0.0,999.4
2022-01-04 17:00:00,PIR,9.5,63.7,10.1,0.0,1013.9
2022-01-04 18:00:00,PIR,7.8,65.3,8.7,1.71,1017.2
2022-01-04 19:00:00,PIR,7.5,65.9,9.1,1.94,1001.9
2022-01-04 20:00:00,PIR,6.3,76.5,9.5,0.0,1005.9
2022-01-04 21:00:00,PIR,5.5,82.9,7.5,0.0,1016.6
2022-01-04 22:00:00,PIR,6.3,73.4,8.5,0.0,1014.4
2022-01-04 23:00:00,PIR,5.2,66.2,7.9,0.0,1009.6
2022-01-05 00:00:00,PIR,6.4,64.6,9.0,0.64,1015.7
2022-01-05 01:00:00,PIR,4.1,64.1,9.5,0.0,1010.9
2022-01-05 02:00:00,PIR,5.7,71.7,8.6,0.0,1009.6
2022-01-05 03:00:00,PIR,5.2,68.1,9.2,0.0,1007.1
2022-01-05 04:00:00,PIR,6.3,74.0,8.2,0.0,1004.2
2022-01-05 05:00:00,PIR,9.2,67.8,7.9,0.0,1013.4
2022-01-05 06:00:00,PIR,8.6,77.5,8.2,0.0,1028.8
2022-01-05 07:00:00,PIR,8.3,74.5,7.4,0.0,1000.6
2022-01-05 08:00:00,PIR,7.8,75.2,8.3,0.0,1018.4
2022-01-05 09:00:00,PIR,11.4,59.5,7.3,1.0,1016.7
2022-01-05 10:00:00,PIR,11.7,62.0,6.8,0.0,998.6
2022-01-05 11:00:00,PIR,11.8,76.8,7.1,0.0,1008.2
2022-01-05 12:00:00,PIR,12.6,68.9,7.8,0.0,1010.9
2022-01-05 13:00:00,PIR,11.0,64.6,8.0,0.0,1011.2
2022-01-05 14:00:00,PIR,10.4,70.0,7.2,0.0,1008.8
2022-01-05 15:00:00,PIR,13.6,61.8,8.1,0.0,1015.5
2022-01-05 16:00:00,PIR,9.2,70.4,8.7,2.15,1012.3
2022-01-05 17:00:00,PIR,8.9,72.1,8.0,0.0,1007.0
2022-01-05 18:00:00,PIR,8.2,73.0,8.6,0.0,1023.3
2022-01-05 19:00:00,PIR,8.8,64.6,8.4,0.0,1018.7
2022-01-05 20:00:00,PIR,7.1,67.3,8.0,0.0,994.0
2022-01-05 21:00:00,PIR,6.4,65.4,7.8,0.0,1014.6
2022-01-05 22:00:00,PIR,5.5,62.1,7.8,0.0,999.1
2022-01-05 23:00:00,PIR,3.7,66.4,6.9,0.0,1011.2
2022-01-06 00:00:00,PIR,4.5,74.8,8.5,0.0,1009.2
2022-01-06 01:00:00,PIR,5.8,59.9,6.8,0.0,1016.2
2022-01-06 02:00:00,PIR,5.4,69.9,8.4,0.0,1012.4
2022-01-06 03:00:00,PIR,6.1,75.2,8.8,0.0,1006.0
2022-01-06 04:00:00,PIR,6.2,68.2,8.9,0.0,1007.4
2022-01-06 05:00:00,PIR,7.0,57.4,6.6,0.0,1009.2
2022-01-06 06:00:00,PIR,6.9,66.8,6.2,0.0,1007.1
2022-01-06 07:00:00,PIR,10.6,80.3,8.1,0.0,994.1
2022-01-06 08:00:00,PIR,9.6,65.2,8.3,0.0,1013.2
2022-01-06 09:00:00,PIR,12.1,75.8,7.3,0.0,996.6
2022-01-06 10:00:00,PIR,9.4,66.2,6.5,0.0,1010.2
2022-01-06 11:00:00,PIR,12.3,67.8,6.6,0.0,1023.8
2022-01-06 12:00:00,PIR,12.8,76.2,6.6,0.0,1004.4
2022-01-06 13:00:00,PIR,12.1,64.3,8.2,1.02,1015.7
2022-01-06 14:00:00,PIR,11.8,75.4,7.1,0.0,1004.1
2022-01-06 15:00:00,PIR,10.3,72.8,8.0,0.0,1012.8
2022-01-06 16:00:00,PIR,10.1,72.4,7.3,0.0,1009.0
2022-01-06 17:00:00,PIR,9.6,67.7,7.7,0.0,1026.1
2022-01-06 18:00:00,PIR,10.0,69.5,7.8,0.0,1014.5
2022-01-06 19:00:00,PIR,8.1,67.1,8.4,0.0,1017.4
2022-01-06 20:00:00,PIR,6.5,63.1,7.7,0.0,1011.3
2022-01-06 21:00:00,PIR,8.5,62.8,6.4,0.0,1001.0
2022-01-06 22:00:00,PIR,5.7,65.7,6.4,0.0,1005.0
2022-01-06 23:00:00,PIR,6.3,67.9,6.1,0.0,1009.6
2022-01-07 00:00:00,PIR,4.2,65.6,6.2,0.0,1009.1
2022-01-07 01:00:00,PIR,4.5,68.2,7.8,0.0,1022.8
2022-01-07 02:00:00,PIR,4.3,69.1,8.5,0.0,1008.4
2022-01-07 03:00:00,PIR,6.1,73.9,7.1,0.0,1013.5
2022-01-07 04:00:00,PIR,6.2,64.7,7.8,0.22,1005.1
2022-01-07 05:00:00,PIR,8.5,77.8,6.2,6.0,1017.7
2022-01-07 06:00:00,PIR,9.3,69.6,7.3,0.0,1017.3
2022-01-07 07:00:00,PIR,9.3,74.5,8.7,0.03,1009.3
2022-01-07 08:00:00,PIR,9.6,64.6,7.6,2.87,1015.8
2022-01-07 09:00:00,PIR,11.7,70.7,5.7,0.0,1020.2
2022-01-07 10:00:00,PIR,11.1,68.3,5.7,0.0,1026.5
2022-01-07 11:00:00,PIR,10.2,65.6,5.4,0.0,992.0
2022-01-07 12:00:00,PIR,10.6,66.5,4.2,0.0,1007.9
2022-01-07 13:00:00,PIR,11.9,72.0,6.3,0.0,1016.3
2022-01-07 14:00:00,PIR,10.2,69.4,6.1,1.44,1012.9
2022-01-07 15:00:00,PIR,10.0,66.9,7.0,0.0,1025.2
2022-01-07 16:00:00,PIR,9.8,68.0,7.2,0.0,1005.8
2022-01-07 17:00:00,PIR,10.3,70.0,6.2,0.0,1005.0
2022-01-07 18:00:00,PIR,7.7,67.9,6.6,0.0,1022.4
2022-01-07 19:00:00,PIR,6.3,63.1,7.6,0.0,1023.2
2022-01-07 20:00:00,PIR,8.6,66.4,8.3,0.61,1001.6
2022-01-07 21:00:00,PIR,6.8,64.3,8.5,0.0,1006.1
2022-01-07 22:00:00,PIR,5.3,68.9,6.7,0.0,1002.5
2022-01-07 23:00:00,PIR,4.4,65.9,6.7,0.0,1009.4
2022-01-08 00:00:00,PIR,4.9,75.1,5.4,0.0,1017.1
2022-01-08 01:00:00,PIR,6.4,68.5,6.4,3.97,1012.2
2022-01-08 02:00:00,PIR,5.3,72.0,8.7,0.0,1000.8
2022-01-08 03:00:00,PIR,6.5,65.0,7.2,0.0,1020.9
2022-01-08 04:00:00,PIR,7.8,68.7,8.5,0.0,1001.9
2022-01-08 05:00:00,PIR,8.1,78.7,7.1,0.0,1003.0
2022-01-08 06:00:00,PIR,6.9,67.9,6.8,4.61,1013.1
2022-01-08 07:00:00,PIR,9.1,72.0,8.1,0.51,1014.6
2022-01-08 08:00:00,PIR,10.3,62.9,6.1,0.0,1014.1
2022-01-08 09:00:00,PIR,11.1,69.7,5.9,2.04,1020.9
2022-01-08 10:00:00,PIR,11.9,76.2,7.3,2.68,1010.1
2022-01-08 11:00:00,PIR,12.9,72.6,8.8,0.0,1025.2
2022-01-08 12:00:00,PIR,11.2,62.4,6.7,0.0,1010.7
2022-01-08 13:00:00,PIR,10.7,69.5,5.1,0.0,1024.7
2022-01-08 14:00:00,PIR,10.3,61.8,4.4,0.31,1014.0
2022-01-08 15:00:00,PIR,9.6,65.6,6.6,0.0,1013.8
2022-01-08 16:00:00,PIR,9.6,63.6,6.7,0.0,1010.9
2022-01-08 17:00:00,PIR,6.6,68.8,6.1,0.0,1006.8
2022-01-08 18:00:00,PIR,8.3,66.0,6.3,0.0,1021.9
2022-01-08 19:00:00,PIR,8.3,67.7,8.0,1.47,1004.6
2022-01-08 20:00:00,PIR,7.7,66.6,9.0,0.0,1017.8
2022-01-08 21:00:00,PIR,5.5,75.8,8.6,0.0,998.6
2022-01-08 22:00:00,PIR,5.9,73.7,9.8,1.52,1014.2
2022-01-08 23:00:00,PIR,5.3,64.5,9.0,1.76,1014.8
2022-01-09 00:00:00,PIR,5.2,68.6,8.7,0.0,1002.6
2022-01-09 01:00:00,PIR,4.8,68.5,9.1,0.0,1005.4
2022-01-09 02:00:00,PIR,4.6,76.2,9.1,0.0,1014.5
2022-01-09 03:00:00,PIR,6.1,62.3,7.1,0.0,1019.1
2022-01-09 04:00:00,PIR,5.8,63.8,8.9,3.36,1010.6
2022-01-09 05:00:00,PIR,7.3,64.9,9.0,0.0,1007.0
2022-01-09 06:00:00,PIR,9.1,60.8,9.2,0.0,1019.9
2022-01-09 07:00:00,PIR,11.2,70.9,7.6,0.16,1013.4
2022-01-09 08:00:00,PIR,9.1,73.4,6.7,0.86,1005.4
2022-01-09 09:00:00,PIR,9.8,67.6,5.6,0.0,1005.6
2022-01-09 10:00:00,PIR,10.6,67.4,5.4,2.99,1001.6
2022-01-09 11:00:00,PIR,12.8,73.0,6.8,0.31,1012.5
2022-01-09 12:00:00,PIR,12.0,69.2,6.4,0.0,999.9
2022-01-09 13:00:00,PIR,10.7,67.0,6.9,0.0,1009.4
2022-01-09 14:00:00,PIR,9.5,66.5,7.2,0.75,1007.0
2022-01-09 15:00:00,PIR,10.4,68.1,5.5,0.0,1017.7
2022-01-09 16:00:00,PIR,11.0,68.1,6.5,0.0,1020.4
2022-01-09 17:00:00,PIR,9.5,67.4,7.5,0.0,1008.8
2022-01-09 18:00:00,PIR,8.0,62.3,6.8,0.0,1008.4
2022-01-09 19:00:00,PIR,8.2,63.3,7.8,0.0,1010.8
2022-01-09 20:00:00,PIR,6.3,77.3,7.1,0.0,1005.1
2022-01-09 21:00:00,PIR,6.5,75.3,6.9,1.4,999.8
2022-01-09 22:00:00,PIR,7.0,66.9,8.3,0.0,1007.4
2022-01-09 23:00:00,PIR,5.4,61.9,7.9,0.0,1012.3
2022-01-10 00:00:00,PIR,4.9,65.9,6.5,0.0,1017.9
2022-01-10 01:00:00,PIR,3.5,73.4,6.1,0.0,1010.6
2022-01-10 02:00:00,PIR,6.8,61.6,5.5,0.0,1013.0
2022-01-10 03:00:00,PIR,4.4,74.0,6.3,4.27,1026.7
2022-01-10 04:00:00,PIR,6.7,69.9,6.4,0.0,1008.3
2022-01-10 05:00:00,PIR,6.5,61.5,7.2,0.0,1015.3
2022-01-10 06:00:00,PIR,8.3,63.2,9.1,0.0,1013.5
2022-01-10 07:00:00,PIR,7.5,66.9,8.3,0.0,1019.5
2022-01-10 08:00:00,PIR,9.6,74.6,8.4,0.0,1030.5
2022-01-10 09:00:00,PIR,9.4,59.0,7.8,0.0,1013.3
2022-01-10 10:00:00,PIR,11.5,68.5,6.7,0.0,1009.2
2022-01-10 11:00:00,PIR,10.1,73.3,7.9,0.0,998.5
2022-01-10 12:00:00,PIR,10.1,63.0,7.1,3.58,1032.4
2022-01-10 13:00:00,PIR,11.9,71.6,7.3,0.0,1008.3
2022-01-10 14:00:00,PIR,13.0,67.5,6.2,0.0,1009.2
2022-01-10 15:00:00,PIR,10.7,65.9,6.8,0.0,1019.2
2022-01-10 16:00:00,PIR,10.2,67.8,6.1,3.85,1017.8
2022-01-10 17:00:00,PIR,9.2,73.8,6.3,0.0,996.2
2022-01-10 18:00:00,PIR,9.7,59.4,6.2,0.0,1012.3
2022-01-10 19:00:00,PIR,8.4,73.8,7.6,0.0,1012.9
2022-01-10 20:00:00,PIR,8.2,61.5,8.6,0.0,999.9
2022-01-10 21:00:00,PIR,5.8,63.1,7.4,1.31,1020.3
2022-01-10 22:00:00,PIR,4.8,72.3,7.1,0.0,1007.3
2022-01-10 23:00:00,PIR,6.3,77.0,8.2,0.0,1006.8
2022-01-11 00:00:00,PIR,6.9,69.9,6.5,0.0,999.2
2022-01-11 01:00:00,PIR,6.8,76.6,7.3,0.0,1007.1
2022-01-11 02:00:00,PIR,6.6,73.2,7.1,0.0,1026.9
2022-01-11 03:00:00,PIR,7.3,56.4,5.7,0.0,1018.7
2022-01-11 04:00:00,PIR,8.8,72.6,5.4,0.0,1001.8
2022-01-11 05:00:00,PIR,6.9,65.7,6.7,0.0,1009.0
2022-01-11 06:00:00,PIR,9.0,61.8,6.2,0.0,1006.8
2022-01-11 07:00:00,PIR,8.8,73.3,4.5,0.0,1010.9
2022-01-11 08:00:00,PIR,11.7,68.0,5.5,0.0,1006.5
2022-01-11 09:00:00,PIR,10.6,76.3,7.9,0.0,1015.7
2022-01-11 10:00:00,PIR,12.9,67.2,8.5,0.7,1010.8
2022-01-11 11:00:00,PIR,10.9,71.9,7.3,0.0,1019.7
2022-01-11 12:00:00,PIR,11.5,66.5,8.5,0.38,1003.7
2022-01-11 13:00:00,PIR,12.5,65.3,9.2,0.0,1002.3
2022-01-11 14:00:00,PIR,10.2,69.3,7.5,0.0,1011.2
2022-01-11 15:00:00,PIR,9.6,70.0,7.5,0.0,1012.1
2022-01-11 16:00:00,PIR,8.2,61.2,7.6,0.0,1024.3
2022-01-11 17:00:00,PIR,10.9,66.8,8.6,0.0,1008.5
2022-01-11 18:00:00,PIR,8.9,74.7,8.3,0.0,1011.6
2022-01-11 19:00:00,PIR,6.9,69.1,7.8,0.0,1021.3
2022-01-11 20:00:00,PIR,8.3,70.7,6.3,0.0,1006.8
2022-01-11 21:00:00,PIR,6.1,63.1,5.5,0.0,1022.0
2022-01-11 22:00:00,PIR,5.9,74.6,7.5,0.54,1018.6
2022-01-11 23:00:00,PIR,6.3,77.6,9.2,0.0,1002.6
2022-01-12 00:00:00,PIR,5.1,70.3,8.3,0.0,1020.0
2022-01-12 01:00:00,PIR,6.1,76.9,8.3,1.01,1010.4
2022-01-12 02:00:00,PIR,6.0,72.7,7.1,0.0,1024.2
2022-01-12 03:00:00,PIR,6.6,66.2,7.7,0.0,1005.4
2022-01-12 04:00:00,PIR,8.4,73.7,6.5,0.0,1002.6
2022-01-12 05:00:00,PIR,7.9,62.8,5.2,0.0,998.9
2022-01-12 06:00:00,PIR,11.2,66.9,6.5,0.0,996.8
2022-01-12 07:00:00,PIR,7.9,79.5,5.8,0.0,999.2
2022-01-12 08:00:00,PIR,10.2,63.3,4.2,0.0,1013.2
2022-01-12 09:00:00,PIR,11.1,64.4,5.8,0.44,1031.3
2022-01-12 10:00:00,PIR,11.6,55.9,5.2,0.0,1018.7
2022-01-12 11:00:00,PIR,10.7,68.0,7.6,2.59,1014.1
2022-01-12 12:00:00,PIR,11.6,73.8,7.2,0.0,998.9
2022-01-12 13:00:00,PIR,11.6,61.7,8.1,0.0,1007.4
2022-01-12 14:00:00,PIR,11.1,63.6,7.4,0.0,1012.5
2022-01-12 15:00:00,PIR,10.5,77.8,5.4,0.0,1023.3
2022-01-12 16:00:00,PIR,10.5,73.6,5.6,0.0,1003.4
2022-01-12 17:00:00,PIR,8.2,72.0,6.1,0.0,1015.6
2022-01-12 18:00:00,PIR,9.5,64.2,5.2,0.0,1002.5
2022-01-12 19:00:00,PIR,6.4,68.5,7.9,0.0,1018.6
2022-01-12 20:00:00,PIR,8.6,74.0,7.2,0.0,1004.0
2022-01-12 21:00:00,PIR,4.1,70.8,7.7,0.0,1000.6
2022-01-12 22:00:00,PIR,5.5,69.7,8.3,0.0,1011.3
2022-01-12 23:00:00,PIR,5.7,66.8,6.4,0.0,1018.9
2022-01-13 00:00:00,PIR,4.1,74.6,5.0,0.2,1000.3
2022-01-13 01:00:00,PIR,4.6,67.8,6.1,0.0,1013.0
2022-01-13 02:00:00,PIR,5.6,69.9,5.9,0.0,1005.7
2022-01-13 03:00:00,PIR,5.9,72.8,6.7,0.0,1017.6
2022-01-13 04:00:00,PIR,7.4,63.2,7.8,0.0,1004.7
2022-01-13 05:00:00,PIR,6.6,76.5,7.6,0.0,1004.7
2022-01-13 06:00:00,PIR,8.6,69.4,8.7,0.0,1019.5
2022-01-13 07:00:00,PIR,8.6,70.3,8.8,0.0,1008.8
2022-01-13 08:00:00,PIR,10.4,69.3,8.3,0.0,1024.6
2022-01-13 09:00:00,PIR,10.3,64.8,7.9,0.0,1023.3
2022-01-13 10:00:00,PIR,11.4,62.9,6.1,0.0,999.8
2022-01-13 11:00:00,PIR,12.0,72.7,7.8,0.0,1003.2
2022-01-13 12:00:00,PIR,11.0,73.6,5.9,0.0,1011.8
2022-01-13 13:00:00,PIR,12.3,60.2,5.9,0.0,1002.2
2022-01-13 14:00:00,PIR,9.8,64.1,7.7,0.0,1006.1
2022-01-13 15:00:00,PIR,9.4,72.9,6.5,0.0,999.0
2022-01-13 16:00:00,PIR,9.1,69.8,7.1,0.0,1004.0
2022-01-13 17:00:00,PIR,9.4,71.2,5.5,0.0,1003.7
2022-01-13 18:00:00,PIR,8.5,66.2,7.9,2.89,1011.2
2022-01-13 19:00:00,PIR,7.8,72.4,7.1,0.0,1020.7
2022-01-13 20:00:00,PIR,7.0,73.0,8.6,0.09,1011.5
2022-01-13 21:00:00,PIR,5.6,68.8,7.7,0.0,1011.7
2022-01-13 22:00:00,PIR,7.1,61.8,8.6,2.94,1018.1
2022-01-13 23:00:00,PIR,4.9,67.8,8.0,0.0,995.9
2022-01-14 00:00:00,PIR,4.2,65.5,8.6,1.75,1017.5
2022-01-14 01:00:00,PIR,5.7,61.9,8.1,0.0,1006.3
2022-01-14 02:00:00,PIR,7.0,73.6,8.0,1.98,1009.1
2022-01-14 03:00:00,PIR,6.4,69.2,6.8,0.0,1014.4
2022-01-14 04:00:00,PIR,6.7,70.5,5.5,0.0,1003.0
2022-01-14 05:00:00,PIR,9.6,76.3,5.4,0.93,1013.8
2022-01-14 06:00:00,PIR,9.4,76.3,5.6,0.69,1013.9
2022-01-14 07:00:00,PIR,9.7,75.2,5.0,0.0,1011.5
2022-01-14 08:00:00,PIR,10.9,74.1,4.9,0.0,1002.6
2022-01-14 09:00:00,PIR,9.2,64.8,5.5,0.0,1012.3
2022-01-14 10:00:00,PIR,11.6,68.3,5.1,0.0,1015.2
2022-01-14 11:00:00,PIR,12.5,64.0,6.6,0.0,1005.3
2022-01-14 12:00:00,PIR,8.3,69.7,6.8,0.0,1009.9
2022-01-14 13:00:00,PIR,11.6,68.0,7.7,0.0,1008.4
2022-01-14 14:00:00,PIR,11.8,68.2,9.2,0.0,1001.3
2022-01-14 15:00:00,PIR,12.2,63.9,7.4,0.0,1011.7
2022-01-14 16:00:00,PIR,9.0,70.1,7.4,0.0,1004.8
2022-01-14 17:00:00,PIR,9.9,64.5,6.5,0.0,1002.9
2022-01-14 18:00:00,PIR,8.7,64.4,6.4,0.0,1011.1
2022-01-14 19:00:00,PIR,8.6,68.8,7.1,0.0,1011.4
2022-01-14 20:00:00,PIR,7.5,57.8,5.9,0.0,1000.0
2022-01-14 21:00:00,PIR,4.0,74.2,8.1,0.0,1018.3
2022-01-14 22:00:00,PIR,5.3,75.7,8.8,0.0,1010.7
2022-01-14 23:00:00,PIR,5.6,67.9,8.0,1.75,1003.0
2022-01-15 00:00:00,PIR,5.6,73.4,9.1,0.0,999.8
2022-01-15 01:00:00,PIR,7.1,64.1,8.1,0.0,1021.5
2022-01-15 02:00:00,PIR,5.4,73.4,7.9,0.0,1003.9
2022-01-15 03:00:00,PIR,6.6,73.8,6.7,0.0,1004.0
2022-01-15 04:00:00,PIR,6.3,64.2,6.9,0.0,1019.0
2022-01-15 05:00:00,PIR,8.6,68.8,8.2,0.0,1021.4
2022-01-15 06:00:00,PIR,8.0,66.8,8.9,0.0,1013.2
2022-01-15 07:00:00,PIR,9.1,62.6,9.8,0.0,1027.3
2022-01-15 08:00:00,PIR,9.9,68.5,7.7,0.43,1008.7
2022-01-15 09:00:00,PIR,10.7,69.7,6.3,0.0,1009.5
2022-01-15 10:00:00,PIR,10.3,65.8,5.9,0.0,1003.0
2022-01-15 11:00:00,PIR,10.5,71.3,6.9,0.0,1010.5
2022-01-15 12:00:00,PIR,11.7,63.6,7.3,0.0,1012.5
2022-01-15 13:00:00,PIR,10.6,70.0,7.2,2.27,1009.4
2022-01-15 14:00:00,PIR,10.4,70.8,6.9,0.0,1023.3
2022-01-15 15:00:00,PIR,10.7,66.2,6.4,0.0,1012.5
2022-01-15 16:00:00,PIR,9.1,57.6,7.1,0.0,1017.4
2022-01-15 17:00:00,PIR,10.9,56.2,6.7,0.0,1004.5
2022-01-15 18:00:00,PIR,8.5,71.2,6.9,0.0,1019.7
2022-01-15 19:00:00,PIR,7.9,75.5,7.0,0.0,1001.3
2022-01-15 20:00:00,PIR,7.4,67.5,7.2,0.0,1021.7
2022-01-15 21:00:00,PIR,6.6,75.0,8.4,0.0,1017.5
2022-01-15 22:00:00,PIR,4.5,76.2,9.3,4.77,1010.3
2022-01-15 23:00:00,PIR,5.5,71.6,9.8,0.0,1003.3
2022-01-16 00:00:00,PIR,5.7,78.0,7.9,0.0,1007.8
2022-01-16 01:00:00,PIR,4.4,73.6,6.8,0.0,1022.4
2022-01-16 02:00:00,PIR,5.6,67.9,6.3,0.0,1012.3
2022-01-16 03:00:00,PIR,7.3,64.0,6.5,0.0,1008.7
2022-01-16 04:00:00,PIR,9.3,65.7,7.7,0.0,1010.4
2022-01-16 05:00:00,PIR,8.6,66.6,7.7,0.0,1007.1
