platform_id,platform_name,region,latitude,longitude,operator,date,production_bpd,water_cut_pct,waste_generation_m3_day,storage_capacity_m3,current_storage_m3,days_until_full,last_collection_date,collection_frequency_days,access_restrictions,minimum_tanker_size_dwt,contract_type,distance_from_nearest_port_nm
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-02-28,5100.0,75.3,136.48,1200,547.5,4.8,2024-02-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-02-29,4928.0,75.3,99.67,1200,647.2,5.5,2024-02-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-01,4872.0,75.3,164.38,1200,811.6,2.4,2024-02-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-02,4899.0,75.3,127.92,1200,939.5,2.0,2024-02-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-03,4933.0,75.3,103.8,1200,1043.3,1.5,2024-02-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-04,4916.0,75.3,172.42,1200,132.1,6.2,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-05,4982.0,75.4,156.31,1200,288.4,5.8,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-06,5019.0,75.4,139.51,1200,427.9,5.5,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-07,5127.0,75.4,177.74,1200,605.7,3.3,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-08,4861.0,75.4,110.98,1200,716.6,4.4,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-09,4835.0,75.4,135.94,1200,852.6,2.6,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-10,4990.0,75.4,82.3,1200,934.9,3.2,2024-03-04,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-11,4886.0,75.4,173.18,1200,245.3,5.5,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-12,4903.0,75.4,76.7,1200,322.0,11.4,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-13,4984.0,75.4,104.83,1200,426.9,7.4,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-14,5041.0,75.4,101.68,1200,528.5,6.6,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-15,4996.0,75.4,137.53,1200,666.1,3.9,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-16,4878.0,75.4,161.34,1200,827.4,2.3,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-17,4890.0,75.4,137.7,1200,965.1,1.7,2024-03-11,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-18,5010.0,75.4,159.64,1200,292.0,5.7,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-19,5020.0,75.4,103.6,1200,395.6,7.8,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-20,5014.0,75.4,172.82,1200,568.4,3.7,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-21,4878.0,75.4,102.85,1200,671.3,5.1,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-22,5094.0,75.4,62.33,1200,733.6,7.5,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-23,5038.0,75.4,105.14,1200,838.7,3.4,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-24,5081.0,75.5,97.53,1200,936.3,2.7,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-25,4881.0,75.5,63.12,1200,999.4,3.2,2024-03-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-26,4973.0,75.5,109.49,1200,182.8,9.3,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-27,5027.0,75.5,147.16,1200,330.0,5.9,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-28,5083.0,75.5,181.28,1200,511.2,3.8,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-29,5034.0,75.5,91.72,1200,603.0,6.5,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-30,4989.0,75.5,136.48,1200,739.4,3.4,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-03-31,5008.0,75.5,137.04,1200,876.5,2.4,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-01,5003.0,75.5,70.03,1200,946.5,3.6,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-02,4827.0,75.5,96.99,1200,1043.5,1.6,2024-03-26,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-03,5065.0,75.5,95.3,1200,239.3,10.1,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-04,4900.0,75.5,153.68,1200,393.0,5.3,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-05,5043.0,75.5,151.63,1200,544.6,4.3,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-06,4952.0,75.5,157.99,1200,702.6,3.1,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-07,4935.0,75.5,161.08,1200,863.7,2.1,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-08,4839.0,75.5,95.67,1200,959.3,2.5,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-09,5007.0,75.5,108.08,1200,1067.4,1.2,2024-04-03,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-10,5056.0,75.5,155.58,1200,234.6,6.2,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-11,4845.0,75.6,172.62,1200,407.2,4.6,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-12,4946.0,75.6,118.9,1200,526.1,5.7,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-13,5046.0,75.6,176.2,1200,702.3,2.8,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-14,4878.0,75.6,92.62,1200,794.9,4.4,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-15,4868.0,75.6,135.41,1200,930.3,2.0,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-16,4881.0,75.6,141.57,1200,1071.9,0.9,2024-04-10,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-17,4839.0,75.6,156.25,1200,259.9,6.0,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-18,5033.0,75.6,103.75,1200,363.7,8.1,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-19,4867.0,75.6,100.63,1200,464.3,7.3,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-20,4868.0,75.6,66.43,1200,530.8,10.1,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-21,4924.0,75.6,145.67,1200,676.4,3.6,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-22,5080.0,75.6,180.81,1200,857.2,1.9,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-23,5047.0,75.6,103.42,1200,960.6,2.3,2024-04-17,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-24,4850.0,75.6,169.22,1200,170.4,6.1,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-25,4819.0,75.6,88.07,1200,258.5,10.7,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-26,5056.0,75.6,180.25,1200,438.7,4.2,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-27,4911.0,75.6,133.5,1200,572.2,4.7,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-28,5019.0,75.6,110.73,1200,683.0,4.7,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-29,5033.0,75.7,145.21,1200,828.2,2.6,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-04-30,5062.0,75.7,144.19,1200,972.4,1.6,2024-04-24,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-01,4918.0,75.7,109.05,1200,296.9,8.3,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-02,4858.0,75.7,136.18,1200,433.1,5.6,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-03,4937.0,75.7,120.84,1200,553.9,5.3,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-04,5081.0,75.7,68.18,1200,622.1,8.5,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-05,4887.0,75.7,82.18,1200,704.3,6.0,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-06,5074.0,75.7,130.22,1200,834.5,2.8,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-07,4925.0,75.7,130.57,1200,965.1,1.8,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-08,5084.0,75.7,66.99,1200,1032.1,2.5,2024-05-01,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-09,5100.0,75.7,176.72,1200,123.3,6.1,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-10,4974.0,75.7,68.28,1200,191.5,14.8,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-11,4928.0,75.7,177.09,1200,368.6,4.7,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-12,4877.0,75.7,144.52,1200,513.2,4.8,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-13,4915.0,75.7,159.73,1200,672.9,3.3,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-14,4981.0,75.7,95.71,1200,768.6,4.5,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-15,5087.0,75.7,66.37,1200,835.0,5.5,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-16,4835.0,75.7,149.85,1200,984.8,1.4,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-17,5092.0,75.8,90.56,1200,1075.4,1.4,2024-05-09,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-18,5028.0,75.8,92.74,1200,209.9,10.7,2024-05-18,25,Weather window >Sea State 4,2000,Annual,38
PLT-EM-001,Prinos,Eastern Mediterranean,40.76,24.56,Energean,2024-05-19,4993.0,75.8,172.54,1200,382.5,4.7,2024-05-18,25,Weather window >Sea State 4,2000,Annual,38
