timestamp,zone_id,significant_wave_height_m,max_wave_height_m,wave_period_s,swell_height_m,wind_speed_knots,wind_direction_deg,visibility_nm,sea_surface_temp_c,beaufort_scale,operation_feasibility,small_vessel_limit_dwt
2022-01-13 00:00:00,MED-W,2.81,5.06,4.2,1.59,21.7,152.0,16.8,12.9,6,Marginal,2000
2022-01-13 06:00:00,MED-W,3.23,5.81,4.5,1.98,26.2,314.0,18.9,12.9,6,No-Go,99999
2022-01-13 12:00:00,MED-W,3.24,5.83,4.5,2.38,25.2,70.0,19.5,13.2,6,No-Go,99999
2022-01-13 18:00:00,MED-W,3.53,6.35,4.7,2.49,31.3,347.0,13.8,13.7,7,No-Go,99999
2022-01-14 00:00:00,MED-W,3.48,6.27,4.7,2.46,22.5,238.0,13.7,12.9,6,No-Go,99999
2022-01-14 06:00:00,MED-W,3.7,6.67,4.8,2.73,30.6,249.0,14.5,13.8,7,No-Go,99999
2022-01-14 12:00:00,MED-W,4.47,8.04,5.3,2.54,28.7,245.0,1.0,13.9,7,No-Go,99999
2022-01-14 18:00:00,MED-W,4.73,8.51,5.4,3.64,31.4,9.0,1.0,13.0,7,No-Go,99999
2022-01-15 00:00:00,MED-W,4.59,8.27,5.4,3.58,30.9,348.0,8.0,12.2,7,No-Go,99999
2022-01-15 06:00:00,MED-W,4.54,8.17,5.3,3.34,31.6,357.0,4.6,12.9,7,No-Go,99999
2022-01-15 12:00:00,MED-W,3.91,7.03,4.9,2.86,31.1,272.0,5.3,13.1,7,No-Go,99999
2022-01-15 18:00:00,MED-W,3.81,6.85,4.9,2.98,29.5,8.0,9.6,13.9,7,No-Go,99999
2022-01-16 00:00:00,MED-W,3.58,6.44,4.7,2.29,26.6,243.0,18.4,12.1,7,No-Go,99999
2022-01-16 06:00:00,MED-W,3.98,7.17,5.0,2.81,27.2,278.0,4.0,13.4,7,No-Go,99999
2022-01-16 12:00:00,MED-W,4.16,7.49,5.1,2.49,30.4,331.0,15.5,13.1,7,No-Go,99999
2022-01-16 18:00:00,MED-W,3.82,6.88,4.9,2.19,33.5,299.0,12.2,13.5,7,No-Go,99999
2022-01-17 00:00:00,MED-W,4.12,7.42,5.1,2.34,29.2,284.0,12.3,12.8,7,No-Go,99999
2022-01-17 06:00:00,MED-W,3.86,6.94,4.9,2.13,32.4,170.0,6.9,13.7,7,No-Go,99999
2022-01-17 12:00:00,MED-W,4.08,7.35,5.1,2.55,32.7,110.0,16.7,13.6,7,No-Go,99999
2022-01-17 18:00:00,MED-W,3.99,7.18,5.0,2.47,26.8,182.0,9.5,12.4,7,No-Go,99999
2022-01-18 00:00:00,MED-W,3.86,6.94,4.9,2.51,29.8,25.0,15.2,12.6,7,No-Go,99999
2022-01-18 06:00:00,MED-W,4.35,7.83,5.2,3.35,31.7,309.0,5.5,12.4,7,No-Go,99999
2022-01-18 12:00:00,MED-W,3.72,6.7,4.8,2.24,32.6,191.0,9.1,13.3,7,No-Go,99999
2022-01-18 18:00:00,MED-W,3.85,6.92,4.9,2.63,27.3,315.0,15.2,11.8,7,No-Go,99999
2022-01-19 00:00:00,MED-W,4.01,7.21,5.0,2.44,28.4,212.0,3.9,13.3,7,No-Go,99999
2022-01-19 06:00:00,MED-W,4.22,7.59,5.1,2.37,26.8,308.0,18.0,13.7,7,No-Go,99999
2022-01-19 12:00:00,MED-W,4.15,7.47,5.1,2.99,30.8,323.0,6.4,13.1,7,No-Go,99999
2022-01-19 18:00:00,MED-W,3.41,6.13,4.6,2.48,23.7,306.0,17.1,12.8,6,No-Go,99999
2022-01-20 00:00:00,MED-W,2.86,5.16,4.2,1.75,22.2,288.0,15.4,13.3,6,Marginal,2000
2022-01-20 06:00:00,MED-W,2.06,3.7,3.6,1.34,17.9,230.0,3.5,13.3,5,Marginal,1000
2022-01-20 12:00:00,MED-W,2.9,5.22,4.3,2.08,24.7,294.0,10.0,13.3,6,Marginal,2000
2022-01-20 18:00:00,MED-W,2.66,4.79,4.1,1.62,22.7,265.0,15.5,12.7,6,Marginal,2000
2022-01-21 00:00:00,MED-W,2.22,4.0,3.7,1.64,20.1,118.0,6.3,12.9,5,Marginal,1000
2022-01-21 06:00:00,MED-W,2.38,4.29,3.9,1.68,21.1,194.0,3.3,13.3,5,Marginal,1000
2022-01-21 12:00:00,MED-W,2.29,4.12,3.8,1.44,20.0,195.0,18.6,13.1,5,Marginal,1000
2022-01-21 18:00:00,MED-W,1.68,3.02,3.2,1.33,19.4,245.0,12.3,12.9,5,Go,500
2022-01-22 00:00:00,MED-W,0.84,1.52,2.3,0.59,9.0,298.0,5.5,12.7,3,Go,0
2022-01-22 06:00:00,MED-W,0.61,1.09,1.9,0.46,10.3,214.0,1.0,13.3,3,Go,0
2022-01-22 12:00:00,MED-W,0.97,1.74,2.5,0.64,10.3,268.0,10.9,13.6,3,Go,0
2022-01-22 18:00:00,MED-W,0.78,1.4,2.2,0.48,9.9,210.0,14.2,12.3,3,Go,0
2022-01-23 00:00:00,MED-W,0.81,1.45,2.2,0.6,9.4,332.0,16.5,13.5,3,Go,0
2022-01-23 06:00:00,MED-W,0.6,1.08,1.9,0.36,9.8,330.0,9.2,12.8,3,Go,0
2022-01-23 12:00:00,MED-W,0.6,1.08,1.9,0.47,10.2,270.0,4.4,12.8,3,Go,0
2022-01-23 18:00:00,MED-W,1.16,2.09,2.7,0.87,13.1,233.0,15.5,12.8,4,Go,0
2022-01-24 00:00:00,MED-W,2.39,4.3,3.9,1.88,21.0,125.0,12.5,12.6,5,Marginal,1000
2022-01-24 06:00:00,MED-W,1.54,2.77,3.1,0.94,21.1,278.0,18.4,13.0,5,Go,500
2022-01-24 12:00:00,MED-W,1.66,2.98,3.2,1.17,19.8,256.0,18.9,12.9,5,Go,500
2022-01-24 18:00:00,MED-W,1.69,3.03,3.2,0.97,18.8,3.0,7.3,13.4,5,Go,500
2022-01-25 00:00:00,MED-W,1.55,2.79,3.1,1.19,20.9,161.0,16.6,13.5,5,Go,500
2022-01-25 06:00:00,MED-W,2.42,4.35,3.9,1.41,18.7,20.0,16.7,13.1,5,Marginal,1000
2022-01-25 12:00:00,MED-W,2.42,4.36,3.9,1.78,18.6,258.0,18.8,13.2,5,Marginal,1000
2022-01-25 18:00:00,MED-W,2.74,4.94,4.1,2.01,21.9,202.0,7.8,12.3,6,Marginal,2000
2022-01-26 00:00:00,MED-W,2.21,3.98,3.7,1.37,19.5,154.0,13.4,13.1,5,Marginal,1000
2022-01-26 06:00:00,MED-W,2.47,4.44,3.9,1.88,20.8,252.0,2.4,12.9,5,Marginal,1000
2022-01-26 12:00:00,MED-W,1.76,3.18,3.3,0.99,17.2,268.0,3.0,12.5,5,Go,500
2022-01-26 18:00:00,MED-W,2.03,3.65,3.6,1.57,17.2,261.0,11.8,12.8,5,Marginal,1000
2022-01-27 00:00:00,MED-W,1.82,3.28,3.4,1.3,19.2,334.0,8.8,12.9,5,Go,500
2022-01-27 06:00:00,MED-W,1.84,3.31,3.4,1.19,21.3,92.0,9.0,12.4,5,Go,500
2022-01-27 12:00:00,MED-W,1.81,3.27,3.4,1.21,18.3,225.0,10.1,13.8,5,Go,500
2022-01-27 18:00:00,MED-W,1.94,3.49,3.5,1.47,19.2,316.0,6.1,13.4,5,Go,500
2022-01-28 00:00:00,MED-W,2.28,4.11,3.8,1.57,20.6,257.0,2.4,13.0,5,Marginal,1000
2022-01-28 06:00:00,MED-W,2.5,4.5,4.0,1.54,18.1,287.0,19.0,14.0,5,Marginal,1000
2022-01-28 12:00:00,MED-W,2.56,4.62,4.0,1.73,25.2,102.0,4.5,13.4,6,Marginal,2000
2022-01-28 18:00:00,MED-W,2.49,4.48,3.9,1.78,18.2,245.0,0.5,13.0,5,Marginal,1000
2022-01-29 00:00:00,MED-W,2.36,4.25,3.8,1.89,20.0,50.0,14.1,12.8,5,Marginal,1000
2022-01-29 06:00:00,MED-W,2.42,4.36,3.9,1.7,18.7,276.0,17.9,12.6,5,Marginal,1000
2022-01-29 12:00:00,MED-W,1.96,3.53,3.5,1.26,18.6,305.0,13.8,13.3,5,Go,500
2022-01-29 18:00:00,MED-W,2.66,4.78,4.1,1.53,25.4,256.0,12.3,13.6,6,Marginal,2000
2022-01-30 00:00:00,MED-W,2.59,4.67,4.0,1.68,24.0,297.0,11.6,12.7,6,Marginal,2000
2022-01-30 06:00:00,MED-W,3.51,6.31,4.7,2.06,29.6,289.0,9.7,12.5,7,No-Go,99999
2022-01-30 12:00:00,MED-W,3.38,6.08,4.6,2.1,26.5,164.0,4.8,13.9,6,No-Go,99999
2022-01-30 18:00:00,MED-W,3.88,6.99,4.9,2.93,32.5,350.0,5.4,13.0,7,No-Go,99999
2022-01-31 00:00:00,MED-W,3.33,6.0,4.6,2.49,24.6,154.0,11.0,13.1,6,No-Go,99999
2022-01-31 06:00:00,MED-W,3.76,6.76,4.8,2.2,32.3,202.0,9.7,13.3,7,No-Go,99999
2022-01-31 12:00:00,MED-W,3.28,5.91,4.5,2.15,22.0,220.0,16.0,12.6,6,No-Go,99999
2022-01-31 18:00:00,MED-W,3.03,5.46,4.4,1.89,26.0,238.0,10.7,12.3,6,No-Go,99999
2022-02-01 00:00:00,MED-W,2.82,5.07,4.2,2.03,24.2,359.0,19.9,13.6,6,Marginal,2000
2022-02-01 06:00:00,MED-W,2.36,4.24,3.8,1.87,19.7,193.0,9.2,13.7,5,Marginal,1000
2022-02-01 12:00:00,MED-W,2.13,3.83,3.6,1.59,17.6,100.0,6.9,14.2,5,Marginal,1000
2022-02-01 18:00:00,MED-W,2.02,3.64,3.6,1.46,20.5,356.0,19.5,14.2,5,Marginal,1000
2022-02-02 00:00:00,MED-W,2.17,3.91,3.7,1.2,17.8,323.0,4.1,13.4,5,Marginal,1000
2022-02-02 06:00:00,MED-W,2.15,3.86,3.7,1.27,21.2,225.0,18.2,13.6,5,Marginal,1000
2022-02-02 12:00:00,MED-W,2.39,4.3,3.9,1.49,19.2,308.0,11.0,14.2,5,Marginal,1000
2022-02-02 18:00:00,MED-W,2.29,4.12,3.8,1.58,21.1,225.0,3.4,13.2,5,Marginal,1000
2022-02-03 00:00:00,MED-W,2.86,5.14,4.2,1.99,26.8,213.0,17.0,14.4,6,Marginal,2000
2022-02-03 06:00:00,MED-W,2.79,5.02,4.2,1.77,26.2,338.0,13.3,13.6,6,Marginal,2000
2022-02-03 12:00:00,MED-W,2.77,4.99,4.2,2.07,22.5,256.0,3.1,14.4,6,Marginal,2000
2022-02-03 18:00:00,MED-W,3.14,5.66,4.4,2.09,22.4,298.0,3.4,13.8,6,No-Go,99999
2022-02-04 00:00:00,MED-W,3.72,6.7,4.8,2.66,30.8,254.0,18.8,13.5,7,No-Go,99999
2022-02-04 06:00:00,MED-W,2.71,4.89,4.1,1.94,25.7,190.0,4.3,13.7,6,Marginal,2000
2022-02-04 12:00:00,MED-W,3.14,5.66,4.4,2.08,24.4,311.0,17.8,14.0,6,No-Go,99999
2022-02-04 18:00:00,MED-W,2.8,5.05,4.2,1.9,24.1,337.0,19.0,13.9,6,Marginal,2000
2022-02-05 00:00:00,MED-W,2.63,4.73,4.1,1.47,26.1,300.0,5.8,12.9,6,Marginal,2000
2022-02-05 06:00:00,MED-W,2.67,4.81,4.1,1.83,25.6,320.0,5.9,14.1,6,Marginal,2000
2022-02-05 12:00:00,MED-W,2.83,5.09,4.2,1.63,21.9,318.0,6.2,14.3,6,Marginal,2000
2022-02-05 18:00:00,MED-W,3.67,6.61,4.8,2.12,31.2,247.0,5.6,13.2,7,No-Go,99999
2022-02-06 00:00:00,MED-W,3.86,6.95,4.9,2.81,28.8,65.0,5.6,13.9,7,No-Go,99999
2022-02-06 06:00:00,MED-W,3.72,6.7,4.8,2.14,30.9,298.0,10.9,14.4,7,No-Go,99999
2022-02-06 12:00:00,MED-W,3.29,5.93,4.5,2.45,25.7,239.0,20.0,13.5,6,No-Go,99999
2022-02-06 18:00:00,MED-W,3.33,6.0,4.6,2.1,23.6,273.0,16.6,14.1,6,No-Go,99999
2022-02-07 00:00:00,MED-W,2.71,4.88,4.1,1.97,22.4,176.0,0.5,13.3,6,Marginal,2000
2022-02-07 06:00:00,MED-W,2.27,4.08,3.8,1.77,18.7,280.0,6.1,13.0,5,Marginal,1000
2022-02-07 12:00:00,MED-W,2.75,4.94,4.1,1.99,24.7,347.0,12.5,12.8,6,Marginal,2000
2022-02-07 18:00:00,MED-W,3.26,5.86,4.5,2.17,26.1,320.0,4.6,13.4,6,No-Go,99999
2022-02-08 00:00:00,MED-W,2.65,4.77,4.1,1.52,22.1,324.0,12.8,14.0,6,Marginal,2000
2022-02-08 06:00:00,MED-W,3.66,6.59,4.8,2.25,27.5,321.0,7.4,14.2,7,No-Go,99999
2022-02-08 12:00:00,MED-W,4.43,7.97,5.3,3.11,31.0,214.0,16.0,13.8,7,No-Go,99999
2022-02-08 18:00:00,MED-W,4.5,8.11,5.3,3.33,26.5,343.0,5.2,13.9,7,No-Go,99999
2022-02-09 00:00:00,MED-W,4.07,7.33,5.0,3.13,27.8,96.0,10.5,13.7,7,No-Go,99999
2022-02-09 06:00:00,MED-W,3.89,7.0,4.9,2.15,32.5,353.0,19.0,14.4,7,No-Go,99999
2022-02-09 12:00:00,MED-W,3.61,6.51,4.8,2.0,33.3,268.0,9.4,13.8,7,No-Go,99999
2022-02-09 18:00:00,MED-W,3.25,5.85,4.5,2.1,23.5,263.0,4.4,13.6,6,No-Go,99999
2022-02-10 00:00:00,MED-W,3.12,5.62,4.4,2.0,24.2,312.0,8.7,13.7,6,No-Go,99999
2022-02-10 06:00:00,MED-W,3.35,6.04,4.6,2.66,23.9,82.0,1.5,13.3,6,No-Go,99999
2022-02-10 12:00:00,MED-W,2.86,5.15,4.2,2.06,26.6,258.0,14.8,13.3,6,Marginal,2000
2022-02-10 18:00:00,MED-W,1.99,3.58,3.5,1.32,16.7,287.0,1.8,13.5,5,Go,500
2022-02-11 00:00:00,MED-W,2.47,4.45,3.9,1.82,19.8,310.0,7.2,13.3,5,Marginal,1000
2022-02-11 06:00:00,MED-W,3.1,5.59,4.4,2.42,22.3,196.0,6.8,13.7,6,No-Go,99999
2022-02-11 12:00:00,MED-W,3.38,6.09,4.6,2.06,26.5,269.0,5.9,13.9,6,No-Go,99999
2022-02-11 18:00:00,MED-W,2.6,4.69,4.0,1.86,24.2,270.0,6.9,14.0,6,Marginal,2000
2022-02-12 00:00:00,MED-W,3.04,5.47,4.4,2.25,26.5,214.0,4.8,13.1,6,No-Go,99999
2022-02-12 06:00:00,MED-W,2.88,5.19,4.2,1.67,22.5,281.0,10.6,13.8,6,Marginal,2000
2022-02-12 12:00:00,MED-W,2.3,4.14,3.8,1.32,16.8,342.0,19.8,13.6,5,Marginal,1000
2022-02-12 18:00:00,MED-W,2.33,4.2,3.8,1.61,17.4,235.0,18.8,13.6,5,Marginal,1000
2022-02-13 00:00:00,MED-W,1.93,3.47,3.5,1.15,20.8,295.0,13.4,13.3,5,Go,500
2022-02-13 06:00:00,MED-W,2.03,3.65,3.6,1.42,20.4,287.0,6.5,14.3,5,Marginal,1000
2022-02-13 12:00:00,MED-W,2.52,4.53,4.0,1.97,21.7,181.0,4.9,13.4,6,Marginal,2000
2022-02-13 18:00:00,MED-W,2.71,4.88,4.1,1.9,26.4,265.0,2.0,13.4,6,Marginal,2000
2022-02-14 00:00:00,MED-W,3.47,6.25,4.7,2.42,22.1,206.0,1.8,14.0,6,No-Go,99999
2022-02-14 06:00:00,MED-W,2.59,4.67,4.0,1.59,21.7,51.0,12.1,13.7,6,Marginal,2000
2022-02-14 12:00:00,MED-W,2.86,5.14,4.2,2.01,23.0,12.0,14.4,13.9,6,Marginal,2000
2022-02-14 18:00:00,MED-W,2.98,5.36,4.3,2.34,26.8,271.0,5.1,14.5,6,Marginal,2000
2022-02-15 00:00:00,MED-W,3.54,6.38,4.7,2.44,33.3,6.0,11.5,13.5,7,No-Go,99999
2022-02-15 06:00:00,MED-W,4.02,7.24,5.0,3.05,30.0,354.0,0.9,13.4,7,No-Go,99999
2022-02-15 12:00:00,MED-W,3.56,6.41,4.7,2.44,30.8,249.0,7.5,14.1,7,No-Go,99999
2022-02-15 18:00:00,MED-W,3.57,6.42,4.7,2.41,29.6,287.0,10.5,14.0,7,No-Go,99999
2022-02-16 00:00:00,MED-W,3.47,6.24,4.7,2.07,24.4,289.0,3.7,14.2,6,No-Go,99999
2022-02-16 06:00:00,MED-W,3.5,6.31,4.7,2.8,32.7,302.0,14.2,12.7,7,No-Go,99999
2022-02-16 12:00:00,MED-W,3.56,6.41,4.7,2.63,27.7,289.0,13.5,14.1,7,No-Go,99999
2022-02-16 18:00:00,MED-W,3.53,6.35,4.7,2.35,32.8,114.0,3.5,14.1,7,No-Go,99999
2022-02-17 00:00:00,MED-W,3.26,5.87,4.5,2.01,25.0,236.0,2.8,14.7,6,No-Go,99999
2022-02-17 06:00:00,MED-W,3.83,6.9,4.9,2.82,29.2,324.0,3.7,13.6,7,No-Go,99999
2022-02-17 12:00:00,MED-W,3.2,5.75,4.5,2.02,21.6,323.0,3.4,13.7,6,No-Go,99999
2022-02-17 18:00:00,MED-W,2.82,5.08,4.2,1.88,24.9,22.0,13.8,14.1,6,Marginal,2000
2022-02-18 00:00:00,MED-W,2.63,4.74,4.1,1.58,26.0,311.0,0.5,12.8,6,Marginal,2000
2022-02-18 06:00:00,MED-W,1.76,3.16,3.3,1.38,17.7,349.0,1.0,14.1,5,Go,500
2022-02-18 12:00:00,MED-W,1.91,3.44,3.5,1.1,20.0,79.0,17.8,14.2,5,Go,500
2022-02-18 18:00:00,MED-W,1.88,3.39,3.4,1.15,18.2,271.0,15.2,13.9,5,Go,500
2022-02-19 00:00:00,MED-W,1.53,2.75,3.1,0.99,16.7,215.0,17.9,13.2,5,Go,500
2022-02-19 06:00:00,MED-W,1.07,1.92,2.6,0.63,14.6,316.0,11.8,13.9,4,Go,0
2022-02-19 12:00:00,MED-W,1.26,2.28,2.8,0.75,13.3,298.0,11.0,13.2,4,Go,0
2022-02-19 18:00:00,MED-W,1.02,1.84,2.5,0.61,13.2,3.0,5.2,13.7,4,Go,0
2022-02-20 00:00:00,MED-W,1.26,2.27,2.8,0.86,14.8,230.0,18.0,13.2,4,Go,0
2022-02-20 06:00:00,MED-W,1.81,3.27,3.4,1.08,17.7,261.0,9.0,14.3,5,Go,500
2022-02-20 12:00:00,MED-W,1.95,3.5,3.5,1.22,20.3,14.0,5.2,14.7,5,Go,500
2022-02-20 18:00:00,MED-W,2.29,4.12,3.8,1.72,20.0,215.0,9.6,13.0,5,Marginal,1000
2022-02-21 00:00:00,MED-W,3.02,5.43,4.3,2.22,24.8,200.0,18.9,13.9,6,No-Go,99999
2022-02-21 06:00:00,MED-W,3.15,5.66,4.4,1.88,22.6,338.0,4.8,13.7,6,No-Go,99999
2022-02-21 12:00:00,MED-W,2.9,5.22,4.3,1.78,24.6,202.0,18.4,13.1,6,Marginal,2000
2022-02-21 18:00:00,MED-W,3.59,6.47,4.7,2.77,33.5,289.0,16.4,14.9,7,No-Go,99999
2022-02-22 00:00:00,MED-W,3.98,7.16,5.0,3.11,31.4,287.0,17.8,13.3,7,No-Go,99999
2022-02-22 06:00:00,MED-W,3.71,6.67,4.8,2.57,27.2,234.0,9.7,13.7,7,No-Go,99999
2022-02-22 12:00:00,MED-W,3.63,6.53,4.8,2.3,29.2,203.0,15.1,13.9,7,No-Go,99999
2022-02-22 18:00:00,MED-W,3.4,6.12,4.6,1.98,25.9,333.0,19.2,13.9,6,No-Go,99999
2022-02-23 00:00:00,MED-W,3.55,6.39,4.7,2.57,27.6,258.0,9.3,13.8,7,No-Go,99999
2022-02-23 06:00:00,MED-W,3.14,5.65,4.4,1.73,24.7,291.0,17.6,14.0,6,No-Go,99999
2022-02-23 12:00:00,MED-W,3.37,6.06,4.6,2.45,26.3,313.0,10.8,12.6,6,No-Go,99999
2022-02-23 18:00:00,MED-W,3.06,5.51,4.4,1.85,22.1,183.0,13.6,13.8,6,No-Go,99999
2022-02-24 00:00:00,MED-W,3.1,5.58,4.4,2.14,25.5,322.0,0.6,13.3,6,No-Go,99999
2022-02-24 06:00:00,MED-W,2.68,4.83,4.1,2.09,21.7,276.0,3.6,13.3,6,Marginal,2000
2022-02-24 12:00:00,MED-W,2.29,4.12,3.8,1.79,17.5,202.0,18.3,15.0,5,Marginal,1000
2022-02-24 18:00:00,MED-W,2.37,4.26,3.8,1.76,17.6,206.0,6.2,14.1,5,Marginal,1000
2022-02-25 00:00:00,MED-W,2.37,4.27,3.8,1.86,20.4,321.0,11.2,14.3,5,Marginal,1000
2022-02-25 06:00:00,MED-W,1.65,2.97,3.2,0.97,18.3,159.0,15.3,14.0,5,Go,500
2022-02-25 12:00:00,MED-W,0.85,1.53,2.3,0.55,9.3,19.0,19.0,13.7,3,Go,0
2022-02-25 18:00:00,MED-W,0.91,1.64,2.4,0.71,10.8,323.0,11.8,13.9,3,Go,0
2022-02-26 00:00:00,MED-W,1.22,2.2,2.8,0.92,13.9,242.0,10.5,14.3,4,Go,0
2022-02-26 06:00:00,MED-W,1.31,2.36,2.9,0.81,13.7,274.0,13.5,13.6,4,Go,0
2022-02-26 12:00:00,MED-W,1.58,2.85,3.1,0.88,19.7,215.0,9.6,14.0,5,Go,500
2022-02-26 18:00:00,MED-W,2.31,4.16,3.8,1.51,19.6,267.0,2.1,13.1,5,Marginal,1000
2022-02-27 00:00:00,MED-W,2.19,3.93,3.7,1.38,16.9,272.0,15.7,13.1,5,Marginal,1000
2022-02-27 06:00:00,MED-W,2.0,3.59,3.5,1.55,16.9,296.0,19.1,13.9,5,Go,500
2022-02-27 12:00:00,MED-W,2.64,4.74,4.1,2.07,24.4,57.0,4.0,14.1,6,Marginal,2000
2022-02-27 18:00:00,MED-W,3.15,5.67,4.4,1.89,25.2,276.0,9.2,13.4,6,No-Go,99999
