vessel_id,vessel_name,vessel_class,dwt,tank_capacity_m3,home_port,timestamp,latitude,longitude,speed_knots,heading_deg,status,current_cargo_m3,current_cargo_pct,cargo_type_primary,destination_port,eta_destination,fuel_remaining_mt,fuel_consumption_mt_day,days_until_next_maintenance,crew_hours_remaining,ice_class,last_inspection_date,vetting_status
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-08 16:30:43.200,37.9475,23.637,8.4,0.0,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-02-08T17:00:43.200000,0.0,2.4,89.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-09 11:51:21.600,37.9475,23.637,0.0,0.0,At Port Loading,368.9,70.0,Oily Waste Mix,ALG,2022-02-09T22:51:21.600000,0.0,2.4,87.4,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-10 07:12:00.000,37.7351,20.2432,8.5,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,85.8,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-11 02:32:38.400,37.5226,16.8495,8.6,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,84.2,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-11 21:53:16.800,37.3102,13.4557,8.7,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,82.6,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-12 17:13:55.200,37.0977,10.0619,7.6,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,81.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-13 12:34:33.600,36.8853,6.6681,8.2,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,79.3,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-14 07:55:12.000,36.6729,3.2744,8.3,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,77.7,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-15 03:15:50.400,36.4604,-0.1194,7.9,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,76.1,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-15 22:36:28.800,36.248,-3.5132,8.1,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T09:36:21.600000,0.0,3.2,74.5,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-16 17:57:07.200,36.1272,-5.4427,8.2,90.0,In Transit Laden,368.9,70.0,Oily Waste Mix,ALG,2022-02-16T18:27:07.200000,0.0,3.2,72.9,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-17 13:17:45.600,36.1272,-5.4427,0.0,0.0,At Port Discharging,0.0,0.0,Oily Waste Mix,GEN,2022-02-17T21:17:45.600000,0.0,2.4,71.3,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-18 08:38:24.000,37.7605,-2.6039,7.4,60.1,In Transit Ballast,0.0,0.0,Oily Waste Mix,GEN,2022-02-21T15:20:37.028571,0.0,2.4,69.7,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-19 03:59:02.400,39.3937,0.235,7.6,60.1,In Transit Ballast,0.0,0.0,Oily Waste Mix,GEN,2022-02-21T15:20:37.028571,0.0,2.4,68.1,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-19 23:19:40.800,41.027,3.0738,7.7,60.1,In Transit Ballast,0.0,0.0,Oily Waste Mix,GEN,2022-02-21T15:20:37.028571,0.0,2.4,66.4,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-20 18:40:19.200,42.6602,5.9126,7.8,60.1,In Transit Ballast,0.0,0.0,Oily Waste Mix,GEN,2022-02-21T15:20:37.028571,0.0,2.4,64.8,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-21 14:00:57.600,44.2935,8.7515,7.5,60.1,In Transit Ballast,0.0,0.0,Oily Waste Mix,GEN,2022-02-21T15:20:37.028571,0.0,2.4,63.2,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-22 09:21:36.000,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-02-25T09:21:36,0.0,2.4,361.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-23 04:42:14.400,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-02-26T04:42:14.400000,0.0,2.4,360.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-24 00:02:52.800,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-02-27T00:02:52.800000,0.0,2.4,159.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-24 19:23:31.200,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-02-27T19:23:31.200000,0.0,2.4,287.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-25 14:44:09.600,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-02-28T14:44:09.600000,0.0,2.4,120.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-26 10:04:48.000,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-01T10:04:48,0.0,2.4,95.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-27 05:25:26.400,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-02T05:25:26.400000,0.0,2.4,312.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-28 00:46:04.800,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-03T00:46:04.800000,0.0,2.4,225.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-02-28 20:06:43.200,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-03T20:06:43.200000,0.0,2.4,254.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-01 15:27:21.600,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-04T15:27:21.600000,0.0,2.4,187.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-02 10:48:00.000,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-05T10:48:00,0.0,2.4,86.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-03 06:08:38.400,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-06T06:08:38.400000,0.0,2.4,66.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-04 01:29:16.800,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-07T01:29:16.800000,0.0,2.4,127.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-04 20:49:55.200,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-07T20:49:55.200000,0.0,2.4,81.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-05 16:10:33.600,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-08T16:10:33.600000,0.0,2.4,267.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-06 11:31:12.000,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-09T11:31:12,0.0,2.4,166.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-07 06:51:50.400,37.9475,23.637,0.0,0.0,Under Maintenance,0.0,0.0,Oily Waste Mix,PIR,2022-03-10T06:51:50.400000,0.0,2.4,100.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-08 02:12:28.800,37.9475,23.637,8.5,0.0,In Transit Ballast,0.0,0.0,Oily Waste Mix,PIR,2022-03-08T02:42:28.800000,0.0,2.4,98.4,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-08 21:33:07.200,37.9475,23.637,0.0,0.0,At Port Loading,368.9,70.0,Oily Waste Mix,GIB,2022-03-09T05:33:07.200000,0.0,2.4,96.8,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-09 16:53:45.600,37.736,20.2429,8.6,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,95.2,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-10 12:14:24.000,37.5245,16.8488,8.2,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,93.6,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-11 07:35:02.400,37.3129,13.4547,7.9,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,91.9,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-12 02:55:40.800,37.1014,10.0606,7.9,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,90.3,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-12 22:16:19.200,36.8899,6.6665,8.7,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,88.7,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-13 17:36:57.600,36.6784,3.2724,8.0,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,87.1,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-14 12:57:36.000,36.4669,-0.1217,7.7,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,85.5,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-15 08:18:14.400,36.2553,-3.5158,7.6,266.4,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-15T18:46:41.485714,0.0,3.2,83.9,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-16 03:38:52.800,36.1408,-5.3536,8.1,0.0,In Transit Laden,368.9,70.0,Oily Waste Mix,GIB,2022-03-16T04:08:52.800000,0.0,3.2,82.3,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-16 22:59:31.200,36.1408,-5.3536,0.0,0.0,At Port Discharging,0.0,0.0,Oily Waste Mix,PSD,2022-03-17T03:59:31.200000,0.0,2.4,80.7,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-17 18:20:09.600,35.7211,-2.1193,7.8,97.4,In Transit Ballast,0.0,0.0,Oily Waste Mix,PSD,2022-03-26T08:05:56.914286,0.0,2.4,79.0,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-18 13:40:48.000,35.3014,1.115,8.4,97.4,In Transit Ballast,0.0,0.0,Oily Waste Mix,PSD,2022-03-26T08:05:56.914286,0.0,2.4,77.4,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-19 09:01:26.400,34.8816,4.3493,8.5,97.4,In Transit Ballast,0.0,0.0,Oily Waste Mix,PSD,2022-03-26T08:05:56.914286,0.0,2.4,75.8,0.0,,2022-01-31,Expired
HEC-CS-001,HEC Nereid,Coastal Small,620,527,PIR,2022-03-20 04:22:04.800,34.4619,7.5836,7.5,97.4,In Transit Ballast,0.0,0.0,Oily Waste Mix,PSD,2022-03-26T08:05:56.914286,0.0,2.4,74.2,0.0,,2022-01-31,Expired
