batch_id,oil_recovery_yield_pct,quality_pass,quality_failure_reason,net_margin_eur,facility_code,waste_subcategory,operator_id,operator_experience_years,processing_date,viscosity_temperature_ratio,emulsion_difficulty_score,oil_water_density_gap,solid_particle_settling_velocity,waste_age_degradation,sulfur_to_oil_ratio,contamination_index,cat_fines_risk,viscosity_40c_cst,emulsion_layer_pct,density_15c_kg_m3,particle_size_d50_micron,sulfur_total_pct,oil_content_pct,water_content_pct,solids_content_pct,pour_point_c,flash_point_c,specific_energy_input,g_force,residence_time_actual,chemical_to_emulsion_ratio,temperature_vs_pour_point_margin,capacity_utilization,feed_temperature_c,feed_flow_rate_m3_hr,centrifuge_speed_rpm,chemical_pump_rate_ml_min,hour_of_day,day_of_week,month,is_night_shift,is_weekend,rolling_yield_7d,rolling_energy_7d,equipment_hours_since_service,equipment_condition_score,similar_batch_avg_yield,operator_avg_yield,ambient_heating_delta,viscosity_x_flow_rate,solids_x_rpm,water_x_temperature,sulfur_x_volume,age_x_emulsion
BATCH-PIR-2022-00011,40.5,True,,234.01,PIR,Engine Room Oily Water,OP-PIR-02,7.2,2022-01-03,0.040963437879050435,2.630732,-9.5,0.009223165717005075,2.535597162245997,0.6855395683453238,27.149699999999996,1,11.82,2.6,1009.5,30.9,3.8116,5.56,91.95,2.49,8.7,64.2,4.716577540106952,21636.220770538508,532.1999999999999,100.0,45.0,0.2108229988726043,50.0,8.432919954904172,7000.0,500.0,10,0,1,0,0,53.07090909090909,5.86444737104803,42200,15.600000000000003,47.65,57.3725,39.3,99.67711386696732,17430.0,4597.5,285.10767999999996,6.670476593829737
BATCH-PIR-2022-00012,46.13,True,,-134.17,PIR,Engine Room Oily Water,OP-PIR-05,4.9,2022-01-03,0.1336669542709232,9.971808,-34.09999999999991,0.0006003685805577069,3.157586534485177,0.021279826464208243,15.933200000000001,0,38.73,8.0,1034.1,13.5,0.0981,4.61,90.9,4.49,0.2,34.5,4.7066246056782335,23005.601831964992,96.26666666666668,100.0,45.0,0.4390581717451523,50.0,19.757617728531855,7000.0,500.0,18,0,1,0,0,52.4925,5.767962140600546,21900,56.2,45.26666666666667,,41.0,765.2125346260386,31430.0,4545.0,3.10977,31.48684666527156
BATCH-PIR-2022-00013,22.51,True,,-2834.52,PIR,Dirty Ballast Water,OP-PIR-04,24.3,2022-01-03,0.12170315462851233,7.557689999999999,-22.399999999999977,0.00040050144815864024,3.97599973916306,10.18923076923077,12.758899999999999,0,35.3,7.3,1022.4,10.8,3.9738,0.39,98.95,0.66,19.7,44.2,4.421401515151516,20266.839709112017,584.0571428499999,100.0,45.0,0.6199002054669296,50.0,21.696507191342537,7000.0,500.0,23,0,1,1,0,50.18615384615384,5.664380554027544,12800,74.4,,,44.5,765.8867038543915,4620.0,4947.5,839.26656,30.049373468675263
BATCH-PIR-2022-00014,29.32,True,,-6674.05,PIR,Engine Room Oily Water,OP-PIR-05,4.9,2022-01-05,0.13573057358358184,9.971423999999999,-19.399999999999977,0.006769024748513828,0.7756316950465788,1.2745569620253165,30.0152,0,38.69,6.4,1019.4,46.8,3.0207,2.37,93.16,4.47,22.2,70.6,5.718778383287921,23553.354256535586,1062.96,100.0,45.0,0.9943553849627454,50.0,49.71776924813727,7000.0,500.0,0,2,1,1,0,48.69571428571429,5.668266113260429,9600,80.80000000000001,45.4825,46.13,43.6,1923.580492210431,31290.0,4658.0,2660.63256,7.734152499148136
BATCH-PIR-2022-00015,87.13,True,,259062.44,PIR,Cargo Residues (Crude),OP-PIR-09,17.3,2022-01-05,1.168874700718276,13.442915999999999,70.60000000000002,0.00011561226478219308,4.509645030640349,0.0044495849775479665,0.6387,1,366.15,8.2,929.4,24.5,0.327,73.49,21.04,5.47,28.2,90.5,5.767769607843137,18075.83001082964,771.2307692333333,100.0,45.0,0.9766606822229649,50.0,63.482944344492715,7000.0,500.0,14,2,1,0,0,51.258,5.674899679565942,15000,70.0,85.905,65.155,39.6,23244.280071736008,38290.0,1052.0,266.832,60.62277933671563
BATCH-PIR-2022-00016,42.77,True,,23386.6,PIR,Oily Tank Washings,OP-PIR-10,15.8,2022-01-05,0.4679215185835061,34.744101,62.200000000000045,0.0004188287581645871,4.055191576328319,0.0011992850759606792,0.1709,1,146.67,30.3,937.8,28.6,0.0671,55.95,38.58,5.47,1.5,76.2,5.191565724540153,18075.83001082964,423.45,100.0,45.0,0.263195182430039,50.0,31.583421891604676,7000.0,500.0,21,2,1,0,0,50.7275,5.644691307376831,39500,20.999999999999996,,41.28,43.6,4632.340488841657,38290.0,1929.0,14.956590000000002,140.89398570230034
BATCH-PIR-2022-00017,40.59,True,,2412.91,PIR,Fuel Oil Sludge,OP-PIR-08,9.1,2022-01-06,28.69927826784282,911.1451999999998,-79.29999999999995,0.000466563398251928,0.0,0.010061760164693774,0.608,0,8947.0,45.8,1079.3,165.6,0.391,38.86,23.24,37.9,-12.7,83.2,6.613372093023256,20266.839709112017,100.97142856666666,100.0,45.0,0.5840407470564064,50.0,20.441426146974223,7000.0,500.0,2,3,1,1,0,50.13117647058824,5.701672530061914,12800,74.4,48.61,42.96,44.6,182889.43973697838,265300.0,1162.0,13.4504,0.0
BATCH-PIR-2022-00018,48.68,True,,18010.14,PIR,Oily Tank Washings,OP-PIR-09,17.3,2022-01-06,1.0522542615899315,88.91391,36.299999999999955,0.0005916897712641942,2.925774249143529,0.008899151273090364,0.2722,0,330.25,55.7,963.7,46.8,0.3565,40.06,56.87,3.07,24.2,136.1,5.789115646258503,18075.83001082964,454.5,100.0,45.0,0.4851485148514852,50.0,29.10891089108911,7000.0,500.0,18,3,1,0,0,50.050555555555555,5.7065304809617245,29400,41.2,42.77,72.48,40.0,9613.217821782178,21490.0,2843.5,78.60825,260.14202826866534
BATCH-PIR-2022-00019,43.31,True,,375.17,PIR,Engine Room Oily Water,OP-PIR-01,3.9,2022-01-07,0.07352688541487717,3.5749000000000004,-14.799999999999955,0.0010875650214953268,3.795054597519609,0.048983783783783784,29.0748,0,21.4,3.5,1014.8,14.1,0.4531,9.25,86.98,3.77,8.4,35.8,4.3310344827586205,21636.220770538508,367.5,100.0,45.0,0.11836734693877551,50.0,4.73469387755102,7000.0,500.0,5,4,1,1,0,49.695789473684215,5.6341359547405085,42200,15.600000000000003,42.25,48.04,41.5,101.32244897959183,26390.0,4349.0,13.1399,13.56694068067285
BATCH-PIR-2022-00020,55.25,True,,13067.87,PIR,Fuel Oil Sludge,OP-PIR-04,24.3,2022-01-07,14.244400721429743,123.97685599999998,-14.600000000000023,0.0002343779152798337,4.343912989393706,0.09201278614147247,1.1624,0,4343.83,23.2,1014.6,93.3,4.4617,48.49,22.0,29.51,-7.7,107.3,6.268557130942452,18075.83001082964,598.4966673761796,55.93973244147156,33.51973244147157,0.21854758285193066,38.51973244147157,12.020117056856186,7000.0,279.6986622073578,6,4,1,0,0,49.9735,5.665857013550606,31000,38.0,47.006,22.51,29.219732441471567,52213.345075083605,206570.0,1352.5658862876255,534.9578300000001,538.544675162593
BATCH-PIR-2022-00021,53.33,False,Sulfur specification exceeded,147.29,PIR,Bilge Water,OP-PIR-04,24.3,2022-01-07,0.0376357056694813,9.09828,-16.799999999999955,0.0010604825604395604,2.9073407802519604,0.08738544474393531,18.7834,0,10.92,6.0,1016.8,9.9,0.3242,3.71,95.44,0.85,-4.5,69.1,4.628352490421456,18075.83001082964,408.0,100.0,45.0,0.0697860962566845,50.0,3.838235294117647,7000.0,500.0,7,4,1,0,0,50.13333333333333,5.616452036258742,31000,38.0,42.96,38.88,40.7,41.913529411764706,5950.0,4772.0,8.46162,26.451800474150808
BATCH-PIR-2022-00022,45.96,True,,15488.32,PIR,Fuel Oil Sludge,OP-PIR-02,7.2,2022-01-07,32.90138161029062,557.1589500000001,-35.59999999999991,7.080268985423299e-06,1.964379109706885,0.0021593765711412772,0.44950000000000007,0,10359.0,32.7,1035.6,23.9,0.0859,39.78,15.3,44.92,26.3,199.2,6.87363584147042,18075.83001082964,570.1,100.0,45.0,0.30538502017189967,50.0,18.32310121031398,7000.0,500.0,7,4,1,0,0,49.943636363636365,5.673596754677454,29400,41.2,48.379999999999995,53.998000000000005,40.7,189809.0054376425,314440.0,765.0,14.95519,1094.471402166223
BATCH-PIR-2022-00023,78.4,True,,669267.16,PIR,Cargo Residues (Crude),OP-PIR-10,15.8,2022-01-07,1.1912560955103415,26.542712,120.0,1.802121845180961e-05,3.9471428572921488,0.0055922795509019815,0.4751,0,354.22,9.8,880.0,12.1,0.4433,79.27,16.81,3.92,20.1,124.6,6.007174048658765,18075.83001082964,2012.88,100.0,45.0,0.7645165136520806,50.0,76.45165136520806,7000.0,500.0,10,4,1,0,0,51.18086956521739,5.688100115285336,20400,59.20000000000001,86.31333333333333,42.025000000000006,38.9,27080.703946584003,27440.0,840.4999999999999,1136.97584,104.7678760839626
BATCH-PIR-2022-00024,46.65,True,,19786.55,PIR,Fuel Oil Sludge,OP-PIR-02,7.2,2022-01-07,18.934182590233547,331.13522399999994,7.100000000000023,0.0006727604785791916,0.9218857501447273,0.0012952853598014887,0.2197,0,5796.7,40.6,992.9,192.6,0.0783,60.45,20.99,18.56,-1.2,89.4,7.120089786756454,23553.354256535586,645.84,100.0,45.0,0.33110367892976583,50.0,16.55518394648829,7000.0,500.0,14,4,1,0,0,50.99208333333333,5.747766351596634,9600,80.80000000000001,48.03428571428571,52.65833333333333,39.8,95965.43478260867,129919.99999999999,1049.5,13.953059999999999,305.26884437658225
BATCH-PIR-2022-00025,65.23,True,,71970.48,PIR,Oily Tank Washings,OP-PIR-01,3.9,2022-01-07,1.2342800853718603,25.756847999999994,14.299999999999955,6.636443252194732e-05,4.120039399730903,0.005010361501266406,0.5548,0,375.9,15.6,985.7,15.7,0.2176,43.43,42.54,14.03,-9.0,127.4,5.51904684713892,16980.325161688448,1702.5600000000002,100.0,45.0,0.8696081195376374,50.0,21.740202988440934,7000.0,500.0,17,4,1,0,0,51.5616,5.738617571418326,33800,32.4,45.725,45.675,39.7,8172.142303354947,98210.0,2127.0,134.23744,106.11922857288008
BATCH-PIR-2022-00026,57.07,True,,22131.37,PIR,Oily Tank Washings,OP-PIR-02,7.2,2022-01-08,0.40503679476696647,65.6772096,33.799999999999955,0.0017921608103197676,2.5802768576473456,0.004985636769869135,0.7432000000000001,0,123.84,48.7,966.2,49.5,0.3124,62.66,32.58,4.76,10.4,147.1,5.222881813275769,20266.839709112017,347.65714285,100.0,45.0,0.9137080868037827,50.0,31.979783038132393,7000.0,500.0,1,5,1,1,1,51.77346153846155,5.718781580720535,12800,74.4,52.22666666666667,51.8,43.6,3960.3763314423154,33320.0,1629.0,57.88772000000001,169.46538400573408
BATCH-PIR-2022-00027,43.89,True,,369.28,PIR,Bilge Water,OP-PIR-02,7.2,2022-01-08,0.14812095787449747,5.128460399999999,-9.100000000000023,0.0025184592263393915,3.53997296978401,0.014147859922178988,9.877900000000002,1,42.37,4.1,1009.1,30.6,0.1818,12.85,84.3,2.85,14.6,39.8,5.819188191881918,18075.83001082964,192.0,100.0,45.0,0.07057291666666667,50.0,8.46875,7000.0,500.0,7,5,1,0,1,49.96846153846154,5.733745467473424,39500,20.999999999999996,48.144999999999996,52.45875,40.9,358.82093749999996,19950.0,4215.0,4.92678,18.15461119260769
BATCH-PIR-2022-00028,45.37,True,,11109.52,PIR,Fuel Oil Sludge,OP-PIR-03,10.7,2022-01-08,46.106016364511476,264.345768,3.7999999999999545,0.00016278227808662303,0.0,0.0012570006222775358,0.8997999999999999,0,14368.94,17.2,996.2,147.9,0.0808,64.28,15.61,20.11,18.6,131.9,7.664414414414415,18075.83001082964,515.28,100.0,45.0,0.10340009315323709,50.0,10.340009315323709,7000.0,500.0,20,5,1,0,1,50.06115384615385,5.831549545724429,20400,59.20000000000001,47.86125,51.2,42.3,148574.97345132745,140770.0,780.5,7.175039999999999,0.0
BATCH-PIR-2022-00029,30.57,False,High water content in oil output,6211.32,PIR,Fuel Oil Sludge,OP-PIR-01,3.9,2022-01-08,28.003006773500747,723.4246485000001,-18.799999999999955,0.00030238929804568895,3.9426565568518326,0.006351956394782947,0.3715,0,8475.11,50.9,1018.8,146.6,0.3263,51.37,32.08,16.55,22.2,87.0,7.491716867469878,18075.83001082964,330.87272726666663,100.0,45.0,0.43785031322925333,50.0,24.081767227608932,7000.0,500.0,23,5,1,1,1,49.339259259259265,5.893037224307594,31000,38.0,47.58444444444444,52.19333333333333,44.7,204095.62624838075,115850.0,1604.0,43.33264,2852.2149337967576
BATCH-PIR-2022-00030,40.59,False,High water content in oil output,-183.67,PIR,Bilge Water,OP-PIR-01,3.9,2022-01-09,0.12782084409991387,3.609107999999999,-9.0,0.00244155828032345,2.9098256869017485,0.626676646706587,29.8105,0,37.1,2.9,1009.0,28.2,2.0931,3.34,94.52,2.14,10.4,65.3,4.613293051359516,18623.582435400232,1356.1999999999998,100.0,45.0,0.048812859460256604,50.0,1.4643857838076981,7000.0,500.0,3,6,1,1,1,47.71384615384615,5.831897165294011,24600,50.8,46.72666666666667,46.787499999999994,43.9,54.328712579265606,14980.0,4726.0,69.28161000000001,10.501875165202593
BATCH-PIR-2022-00031,69.74,True,,13048.77,PIR,Fuel Oil Sludge,OP-PIR-04,24.3,2022-01-09,13.816126404951946,77.564728,-16.799999999999955,0.0002017720305692713,4.306855853673652,0.07695291902071563,0.7605,1,4240.86,7.4,1016.8,85.1,4.0862,53.1,28.98,17.92,11.5,94.2,6.570414201183432,18075.83001082964,252.0,100.0,45.0,0.3095238095238095,50.0,20.119047619047617,7000.0,500.0,12,6,1,0,1,48.529629629629625,5.85924964810473,15000,70.0,45.882999999999996,43.696666666666665,38.0,85322.06428571427,125440.00000000001,1449.0,345.28389999999996,334.06010282540467
BATCH-PIR-2022-00032,47.97,True,,4169.82,PIR,Fuel Oil Sludge,OP-PIR-04,24.3,2022-01-09,41.00950247960327,373.07304,43.89999999999998,1.985957975528808e-05,1.5314655304033449,0.0009869615448093744,0.5004,1,12817.52,13.5,956.1,54.7,0.0598,60.59,24.21,15.2,-8.5,174.6,6.518032786885247,21636.220770538508,105.75000000000001,100.0,45.0,0.43262411347517726,50.0,17.30496453900709,7000.0,500.0,12,6,1,0,1,48.50964285714286,5.882777617346892,42200,15.600000000000003,48.05181818181818,50.207499999999996,38.0,221806.72907801418,106400.0,1210.5,1.8239,571.3485010827883
BATCH-PIR-2022-00033,54.28,True,,351.33,PIR,Bilge Water,OP-PIR-08,9.1,2022-01-09,0.0609573542210618,1.526265,-19.600000000000023,0.0047637673740719595,3.4181305241251034,0.2941883408071749,26.888199999999998,1,17.51,1.0,1019.6,26.4,3.2802,11.15,85.44,3.41,6.0,40.3,4.352631578947369,23005.601831964992,186.0,100.0,45.0,0.13620071684587814,50.0,6.129032258064516,7000.0,500.0,19,6,1,0,1,48.70862068965517,5.830013960850357,21900,56.2,45.1925,41.775000000000006,41.8,107.31935483870969,23870.0,4272.0,62.3238,5.216972984403801
BATCH-PIR-2022-00034,41.07,False,Viscosity out of spec,4931.51,PIR,Fuel Oil Sludge,OP-PIR-02,7.2,2022-01-10,43.42626194868355,1179.961884,37.299999999999955,8.560130802144655e-05,3.919367769911437,0.00472914875322442,0.388,0,12947.54,56.4,962.7,111.8,0.275,58.15,31.31,10.54,18.5,193.9,6.7122969837587005,18075.83001082964,203.01818181666667,100.0,45.0,0.2315959161758284,50.0,12.737775389670562,7000.0,500.0,0,0,1,1,0,48.26551724137931,5.8299749360394,31000,38.0,48.044999999999995,51.50666666666667,45.1,164922.8563687752,73780.0,1565.5,11.852500000000001,4624.704577873578
BATCH-PIR-2022-00035,29.76,False,Viscosity out of spec,-983.26,PIR,Dirty Ballast Water,OP-PIR-02,7.2,2022-01-10,0.11175956666084223,4.489113,-16.100000000000023,0.0009193629199499689,3.1330252561309524,0.0310126582278481,6.8756,1,31.98,2.9,1016.1,15.8,0.098,3.16,96.1,0.74,2.3,60.7,5.124342105263158,18623.582435400232,688.0,100.0,45.0,0.4418604651162791,50.0,13.255813953488373,7000.0,500.0,2,0,1,1,0,47.591034482758616,5.8585004759010495,24600,50.8,22.51,50.463,43.2,423.92093023255813,5180.0,4805.0,14.896,14.064504406625787
BATCH-PIR-2022-00036,24.05,True,,13418.92,PIR,Scale & Sludge from Tank Cleaning,OP-PIR-01,3.9,2022-01-10,46.75458770872784,214.32408900000001,-158.5,0.00045024170009175355,1.2886722146076928,0.005115888478333893,0.2691,0,13579.87,9.8,1158.5,176.9,0.1523,29.77,10.27,59.96,2.1,141.8,7.6688701923076925,21636.220770538508,832.8000000000001,100.0,45.0,0.899135446685879,50.0,35.96541786743516,7000.0,500.0,7,0,1,0,0,46.99592592592593,5.876655927439837,42200,15.600000000000003,38.77,45.547999999999995,42.5,488405.6991354467,419720.0,513.5,76.02816,276.1934984154063
BATCH-PIR-2022-00037,48.56,True,,76.16,PIR,Engine Room Oily Water,OP-PIR-03,10.7,2022-01-11,0.08488591525132956,3.689064,-13.100000000000023,0.004927995210994344,3.8079301008190813,0.4488510101010101,24.245699999999996,0,24.74,1.8,1013.1,32.4,3.5549,7.92,89.06,3.02,0.3,43.8,4.604790419161677,18075.83001082964,1308.0,100.0,45.0,0.01915137614678899,50.0,1.5321100917431192,7000.0,500.0,7,1,1,0,0,48.73083333333333,5.924640195375368,46800,6.399999999999995,42.42666666666667,48.285,41.2,37.904403669724765,21140.0,4453.0,118.73365999999999,14.047697849448044
BATCH-PIR-2022-00038,49.82,True,,4054.54,PIR,Oily Tank Washings,OP-PIR-04,24.3,2022-01-11,1.02119680417414,56.72808,54.60000000000002,2.4303042375858225e-05,2.3919988914194534,0.006298472385428908,0.6825,0,313.15,36.0,945.4,9.8,0.268,42.55,54.24,3.21,12.4,134.2,5.204918032786885,20266.839709112017,164.57142856666664,100.0,45.0,0.6354166666850526,50.0,22.239583333976842,7000.0,500.0,19,1,1,0,0,48.77439999999999,5.895851308871829,12800,74.4,53.4375,49.76,43.1,6964.325521034848,22470.0,2712.0,16.348000000000003,135.69350447235408
BATCH-PIR-2022-00039,85.96,True,,1067807.07,PIR,Cargo Residues (Crude),OP-PIR-08,9.1,2022-01-12,1.5184386738526867,2.8125504,63.799999999999955,0.0002542072198464088,2.1405524235373536,0.0009536423841059602,0.3497,1,464.87,1.6,936.2,39.9,0.072,75.5,15.63,8.87,11.8,94.4,5.661775793075451,20266.839709112017,6247.885714283333,100.0,45.0,0.9462218076061335,50.0,33.11776326621467,7000.0,500.0,6,2,1,0,0,51.04,5.8935712052633304,12800,74.4,84.33500000000001,45.943333333333335,38.8,15395.454609565215,62089.99999999999,781.5,248.29919999999998,6.020411575040954
BATCH-PIR-2022-00040,44.52,True,,10253.12,PIR,Oily Tank Washings,OP-PIR-05,4.9,2022-01-13,0.2503394601755258,57.436506,-28.200000000000045,0.0035882406192618093,4.038516550116745,0.010621809744779581,0.657,0,75.59,44.5,1028.2,46.7,0.4578,43.1,43.4,13.5,3.7,73.9,4.492527615334633,23005.601831964992,331.2,100.0,45.0,0.6195652173913044,50.0,27.8804347826087,7000.0,500.0,12,3,1,0,0,50.001304347826085,5.837352187891797,21900,56.2,52.714,37.725,39.0,2107.4820652173917,94500.0,2170.0,70.45542,231.95828006187972
BATCH-PIR-2022-00041,54.46,True,,48859.94,PIR,Oily Tank Washings,OP-PIR-01,3.9,2022-01-13,1.5623378755540964,15.7616508,73.20000000000005,3.487179882726299e-06,2.5569259358586818,0.0012505768343331794,0.5106,0,475.81,8.9,926.8,4.9,0.0813,65.01,28.2,6.79,-6.5,126.1,6.153440793552386,18075.83001082964,289.56,100.0,45.0,0.6684624948197266,50.0,66.84624948197266,7000.0,500.0,21,3,1,0,0,50.25260869565217,5.853192411687183,20400,59.20000000000001,51.34833333333333,41.964999999999996,44.4,31806.113966017412,47530.0,1410.0,26.22738,40.30137372246774
BATCH-PIR-2022-00042,28.22,True,,168.48,PIR,Engine Room Oily Water,OP-PIR-01,3.9,2022-01-14,0.05664396717303999,6.097319999999999,-8.5,0.00370601680024661,2.0282717191661583,0.015987878787878787,14.6708,0,16.22,5.0,1008.5,23.0,0.1319,8.25,89.34,2.41,-5.9,64.7,4.496551724137931,18075.83001082964,479.72727273333334,100.0,45.0,0.41216600340582193,50.0,9.067652074928082,7000.0,500.0,5,4,1,1,0,49.59652173913044,5.860388813486284,16200,67.6,43.30285714285714,43.75,40.4,147.07731665533348,16870.0,4467.0,9.56275,12.367021718706198
