date,vessel_id,port_code,vessel_proximity_to_demand_nm,vessel_available_capacity_m3,urgency_score,collection_efficiency_m3_per_nm,fuel_cost_per_m3_collected,multi_stop_opportunity,contract_obligation_days,vessel_fuel_autonomy_days,weather_risk_enroute
2023-11-28,HEC-CM-007,MLT,232.1,544.0,0.0233,2.4153,90.567,0,12.0,0.0,4.16
2023-11-28,HEC-CM-007,MRS,603.3,544.0,0.0287,0.9297,235.2859,0,12.0,0.0,3.59
2023-11-28,HEC-CM-007,PIR,685.0,544.0,0.0355,1.4225,153.7805,0,9.0,0.0,1.67
2023-11-28,HEC-CM-007,PSD,1119.5,544.0,0.48,0.8559,255.5736,0,10.0,0.0,1.67
2023-11-28,HEC-CM-007,RTM,1099.5,544.0,0.0127,1.0678,204.8511,0,10.0,0.0,3.74
2023-11-28,HEC-CM-007,TAN,800.4,544.0,0.5938,0.9329,234.4817,2,10.0,0.0,4.2
2023-11-28,HEC-CM-008,ALE,863.4,2040.0,0.1345,0.8363,169.3879,0,8.0,0.0,1.67
2023-11-28,HEC-CM-008,ALG,1407.6,2040.0,0.1538,0.8225,172.2467,2,12.0,0.0,4.2
2023-11-28,HEC-CM-008,BCN,952.1,2040.0,0.0582,0.603,234.9431,0,5.0,0.0,3.59
2023-11-28,HEC-CM-008,GEN,620.0,2040.0,0.0733,0.8637,164.0212,0,3.0,0.0,4.16
2023-11-28,HEC-CM-008,GIB,1403.5,2040.0,0.109,0.8128,174.3045,2,9.0,0.0,4.2
2023-11-28,HEC-CM-008,HAM,749.9,2040.0,0.0086,1.4434,98.1484,0,13.0,0.0,7.2
2023-11-28,HEC-CM-008,IST,327.4,2040.0,0.0124,2.818,50.2728,0,12.0,0.0,1.67
2023-11-28,HEC-CM-008,LIM,744.2,2040.0,0.0863,0.4352,325.4966,0,4.0,0.0,1.67
2023-11-28,HEC-CM-008,MLT,665.2,2040.0,0.0233,0.8428,168.0997,0,12.0,0.0,4.16
2023-11-28,HEC-CM-008,MRS,785.2,2040.0,0.0287,0.7143,198.3182,0,12.0,0.0,3.59
2023-11-28,HEC-CM-008,PIR,402.7,2040.0,0.0355,2.4197,58.548,0,9.0,0.0,1.67
2023-11-28,HEC-CM-008,PSD,905.3,2040.0,0.48,1.0584,133.8456,0,10.0,0.0,1.67
2023-11-28,HEC-CM-008,RTM,870.7,2040.0,0.0127,1.3485,105.0585,0,10.0,0.0,3.74
2023-11-28,HEC-CM-008,TAN,1433.2,2040.0,0.5938,0.521,271.912,2,10.0,0.0,4.2
2023-11-28,HEC-CS-001,ALE,590.0,527.0,0.1345,1.2239,40.8531,0,8.0,0.0,1.67
2023-11-28,HEC-CS-001,ALG,1293.6,527.0,0.1538,0.8949,55.8694,2,12.0,0.0,4.2
2023-11-28,HEC-CS-001,BCN,911.8,527.0,0.0582,0.6296,79.4113,0,5.0,0.0,3.59
2023-11-28,HEC-CS-001,GEN,677.0,527.0,0.0733,0.791,63.212,0,3.0,0.0,4.16
2023-11-28,HEC-CS-001,GIB,1289.2,527.0,0.109,0.8848,56.5092,2,9.0,0.0,4.2
2023-11-28,HEC-CS-001,HAM,1034.8,527.0,0.0086,1.046,47.8012,0,13.0,0.0,7.2
2023-11-28,HEC-CS-001,IST,379.9,527.0,0.0124,2.4285,20.5886,0,12.0,0.0,1.67
2023-11-28,HEC-CS-001,LIM,593.7,527.0,0.0863,0.5456,91.6487,0,4.0,0.0,1.67
2023-11-28,HEC-CS-001,MLT,366.4,527.0,0.0233,1.53,32.6793,0,12.0,0.0,4.16
2023-11-28,HEC-CS-001,MRS,797.4,527.0,0.0287,0.7034,71.0822,0,12.0,0.0,3.59
2023-11-28,HEC-CS-001,PIR,99.5,527.0,0.0355,9.793,5.1057,0,9.0,0.0,1.67
2023-11-28,HEC-CS-001,PSD,674.7,527.0,0.48,1.4202,35.2066,0,10.0,0.0,1.67
2023-11-28,HEC-CS-001,RTM,1088.4,527.0,0.0127,1.0787,46.3504,0,10.0,0.0,3.74
2023-11-28,HEC-CS-001,TAN,1315.7,527.0,0.5938,0.5675,88.101,2,10.0,0.0,4.2
2023-11-28,HEC-CS-002,ALE,1370.0,748.0,0.1345,0.5271,110.6726,0,8.0,0.0,1.67
2023-11-28,HEC-CS-002,ALG,410.0,748.0,0.1538,2.8237,20.6588,2,12.0,0.0,4.2
2023-11-28,HEC-CS-002,BCN,334.7,748.0,0.0582,1.7153,34.0083,0,5.0,0.0,3.59
2023-11-28,HEC-CS-002,GEN,583.0,748.0,0.0733,0.9185,63.5076,0,3.0,0.0,4.16
2023-11-28,HEC-CS-002,GIB,405.7,748.0,0.109,2.8117,20.7468,2,9.0,0.0,4.2
2023-11-28,HEC-CS-002,HAM,1103.7,748.0,0.0086,0.9807,59.4812,0,13.0,0.0,7.2
2023-11-28,HEC-CS-002,IST,1256.4,748.0,0.0124,0.7343,79.4385,0,12.0,0.0,1.67
2023-11-28,HEC-CS-002,LIM,1469.1,748.0,0.0863,0.2205,264.5801,0,4.0,0.0,1.67
2023-11-28,HEC-CS-002,MLT,560.5,748.0,0.0233,1.0002,58.3229,0,12.0,0.0,4.16
2023-11-28,HEC-CS-002,MRS,464.4,748.0,0.0287,1.2078,48.2974,0,12.0,0.0,3.59
2023-11-28,HEC-CS-002,PIR,997.6,748.0,0.0355,0.9767,59.7222,0,9.0,0.0,1.67
2023-11-28,HEC-CS-002,PSD,1485.6,748.0,0.48,0.645,90.4404,0,10.0,0.0,1.67
2023-11-28,HEC-CS-002,RTM,967.7,748.0,0.0127,1.2133,48.0787,0,10.0,0.0,3.74
2023-11-28,HEC-CS-002,TAN,428.0,748.0,0.5938,1.7446,33.436,2,10.0,0.0,4.2
2023-11-28,HEC-CS-003,ALE,1624.2,1148.0,0.1345,0.4446,159.3235,0,8.0,0.0,1.67
2023-11-28,HEC-CS-003,ALG,156.3,1148.0,0.1538,7.4069,9.5631,2,12.0,0.0,4.2
2023-11-28,HEC-CS-003,BCN,365.5,1148.0,0.0582,1.5707,45.0959,0,5.0,0.0,3.59
2023-11-28,HEC-CS-003,GEN,703.6,1148.0,0.0733,0.7611,93.0688,0,3.0,0.0,4.16
2023-11-28,HEC-CS-003,GIB,151.9,1148.0,0.109,7.5095,9.4324,2,9.0,0.0,4.2
2023-11-28,HEC-CS-003,HAM,1153.0,1148.0,0.0086,0.9388,75.4535,0,13.0,0.0,7.2
2023-11-28,HEC-CS-003,IST,1481.4,1148.0,0.0124,0.6228,113.7356,0,12.0,0.0,1.67
2023-11-28,HEC-CS-003,LIM,1717.0,1148.0,0.0863,0.1886,375.4888,0,4.0,0.0,1.67
2023-11-28,HEC-CS-003,MLT,811.4,1148.0,0.0233,0.6909,102.5226,0,12.0,0.0,4.16
2023-11-28,HEC-CS-003,MRS,546.2,1148.0,0.0287,1.0269,68.9769,0,12.0,0.0,3.59
2023-11-28,HEC-CS-003,PIR,1237.8,1148.0,0.0355,0.7872,89.981,0,9.0,0.0,1.67
2023-11-28,HEC-CS-003,PSD,1739.2,1148.0,0.48,0.5509,128.5675,0,10.0,0.0,1.67
2023-11-28,HEC-CS-003,RTM,978.1,1148.0,0.0127,1.2004,59.0087,0,10.0,0.0,3.74
2023-11-28,HEC-CS-003,TAN,176.6,1148.0,0.5938,4.2282,16.7526,2,10.0,0.0,4.2
2023-11-28,HEC-CS-004,ALE,263.2,638.0,0.1345,2.7435,19.7433,0,8.0,0.0,1.67
2023-11-28,HEC-CS-004,ALG,1872.9,638.0,0.1538,0.6181,87.6296,2,12.0,0.0,4.2
2023-11-28,HEC-CS-004,BCN,1505.5,638.0,0.0582,0.3813,142.0448,0,5.0,0.0,3.59
2023-11-28,HEC-CS-004,GEN,1252.6,638.0,0.0733,0.4275,126.7025,0,3.0,0.0,4.16
2023-11-28,HEC-CS-004,GIB,1868.5,638.0,0.109,0.6105,88.7266,2,9.0,0.0,4.2
2023-11-28,HEC-CS-004,HAM,1494.1,638.0,0.0086,0.7244,74.7694,0,13.0,0.0,7.2
2023-11-28,HEC-CS-004,IST,426.0,638.0,0.0124,2.1657,25.0108,0,12.0,0.0,1.67
2023-11-28,HEC-CS-004,LIM,0.0,638.0,0.0863,323.9,0.0,0,4.0,0.0,1.67
2023-11-28,HEC-CS-004,MLT,909.4,638.0,0.0233,0.6165,87.8687,0,12.0,0.0,4.16
2023-11-28,HEC-CS-004,MRS,1385.9,638.0,0.0287,0.4047,133.8377,0,12.0,0.0,3.59
2023-11-28,HEC-CS-004,PIR,495.2,638.0,0.0355,1.9677,27.5281,0,9.0,0.0,1.67
2023-11-28,HEC-CS-004,PSD,208.7,638.0,0.48,4.5913,11.7977,0,10.0,0.0,1.67
2023-11-28,HEC-CS-004,RTM,1603.4,638.0,0.0127,0.7323,73.9723,0,10.0,0.0,3.74
2023-11-28,HEC-CS-004,TAN,1893.5,638.0,0.5938,0.3943,137.3571,2,10.0,0.0,4.2
2023-11-28,HEC-CS-005,ALE,1678.5,935.0,0.1345,0.4302,150.122,0,8.0,0.0,1.67
2023-11-28,HEC-CS-005,ALG,136.3,935.0,0.1538,8.4938,7.6036,2,12.0,0.0,4.2
2023-11-28,HEC-CS-005,BCN,338.6,935.0,0.0582,1.6955,38.0908,0,5.0,0.0,3.59
2023-11-28,HEC-CS-005,GEN,687.3,935.0,0.0733,0.7791,82.891,0,3.0,0.0,4.16
2023-11-28,HEC-CS-005,GIB,132.5,935.0,0.109,8.6091,7.5018,2,9.0,0.0,4.2
2023-11-28,HEC-CS-005,HAM,1103.3,935.0,0.0086,0.9811,65.8304,0,13.0,0.0,7.2
2023-11-28,HEC-CS-005,IST,1504.2,935.0,0.0124,0.6133,105.2962,0,12.0,0.0,1.67
2023-11-28,HEC-CS-005,LIM,1759.3,935.0,0.0863,0.1841,350.7918,0,4.0,0.0,1.67
2023-11-28,HEC-CS-005,MLT,861.3,935.0,0.0233,0.6509,99.2252,0,12.0,0.0,4.16
2023-11-28,HEC-CS-005,MRS,522.3,935.0,0.0287,1.0739,60.1388,0,12.0,0.0,3.59
2023-11-28,HEC-CS-005,PIR,1273.5,935.0,0.0355,0.7651,84.4077,0,9.0,0.0,1.67
2023-11-28,HEC-CS-005,PSD,1791.3,935.0,0.48,0.5349,120.7348,0,10.0,0.0,1.67
2023-11-28,HEC-CS-005,RTM,918.7,935.0,0.0127,1.278,50.5346,0,10.0,0.0,3.74
2023-11-28,HEC-CS-005,TAN,163.1,935.0,0.5938,4.5782,14.1068,2,10.0,0.0,4.2
2023-11-28,HEC-CS-006,ALE,1383.2,578.0,0.1345,0.5221,99.7669,0,8.0,0.0,1.67
2023-11-28,HEC-CS-006,ALG,637.3,578.0,0.1538,1.8166,28.6713,2,12.0,0.0,4.2
2023-11-28,HEC-CS-006,BCN,162.7,578.0,0.0582,3.5286,14.7604,0,5.0,0.0,3.59
2023-11-28,HEC-CS-006,GEN,189.6,578.0,0.0733,2.8244,18.4407,0,3.0,0.0,4.16
2023-11-28,HEC-CS-006,GIB,633.6,578.0,0.109,1.8003,28.9296,2,9.0,0.0,4.2
2023-11-28,HEC-CS-006,HAM,657.0,578.0,0.0086,1.6475,31.6138,0,13.0,0.0,7.2
2023-11-28,HEC-CS-006,IST,1074.6,578.0,0.0124,0.8586,60.6642,0,12.0,0.0,1.67
2023-11-28,HEC-CS-006,LIM,1398.6,578.0,0.0863,0.2316,224.8958,0,4.0,0.0,1.67
2023-11-28,HEC-CS-006,MLT,618.8,578.0,0.0233,0.9059,57.4905,0,12.0,0.0,4.16
2023-11-28,HEC-CS-006,MRS,21.1,578.0,0.0287,26.5829,1.9593,0,12.0,0.0,3.59
2023-11-28,HEC-CS-006,PIR,904.9,578.0,0.0355,1.0768,48.3684,0,9.0,0.0,1.67
2023-11-28,HEC-CS-006,PSD,1478.9,578.0,0.48,0.6479,80.3862,0,10.0,0.0,1.67
2023-11-28,HEC-CS-006,RTM,528.1,578.0,0.0127,2.2233,23.4266,0,10.0,0.0,3.74
2023-11-28,HEC-CS-006,TAN,664.2,578.0,0.5938,1.1242,46.3288,2,10.0,0.0,4.2
2023-11-28,HEC-CS-007,ALE,1339.2,306.0,0.1345,0.5392,170.0042,0,8.0,0.0,1.67
2023-11-28,HEC-CS-007,ALG,684.6,306.0,0.1538,1.6911,54.2066,2,12.0,0.0,4.2
2023-11-28,HEC-CS-007,BCN,210.4,306.0,0.0582,2.7286,33.5946,0,5.0,0.0,3.59
2023-11-28,HEC-CS-007,GEN,139.3,306.0,0.0733,3.8442,23.8453,0,3.0,0.0,4.16
2023-11-28,HEC-CS-007,GIB,680.9,306.0,0.109,1.6753,54.7171,2,9.0,0.0,4.2
2023-11-28,HEC-CS-007,HAM,635.6,306.0,0.0086,1.703,53.8279,0,13.0,0.0,7.2
2023-11-28,HEC-CS-007,IST,1022.3,306.0,0.0124,0.9025,101.5725,0,12.0,0.0,1.67
2023-11-28,HEC-CS-007,LIM,1349.7,306.0,0.0863,0.24,381.9775,0,4.0,0.0,1.67
2023-11-28,HEC-CS-007,MLT,587.2,306.0,0.0233,0.9547,96.0162,0,12.0,0.0,4.16
2023-11-28,HEC-CS-007,MRS,36.4,306.0,0.0287,15.4093,5.9488,0,12.0,0.0,3.59
2023-11-28,HEC-CS-007,PIR,856.8,306.0,0.0355,1.1373,80.6034,0,9.0,0.0,1.67
2023-11-28,HEC-CS-007,PSD,1433.2,306.0,0.48,0.6686,137.1078,0,10.0,0.0,1.67
2023-11-28,HEC-CS-007,RTM,523.2,306.0,0.0127,2.2441,40.8483,0,10.0,0.0,3.74
2023-11-28,HEC-CS-007,TAN,711.4,306.0,0.5938,1.0496,87.3332,2,10.0,0.0,4.2
2023-11-28,HEC-CS-008,ALE,1658.3,808.0,0.1345,0.4354,143.531,0,8.0,0.0,1.67
2023-11-28,HEC-CS-008,ALG,164.8,808.0,0.1538,7.0249,8.897,2,12.0,0.0,4.2
2023-11-28,HEC-CS-008,BCN,310.1,808.0,0.0582,1.8513,33.7594,0,5.0,0.0,3.59
2023-11-28,HEC-CS-008,GEN,658.8,808.0,0.0733,0.8128,76.8908,0,3.0,0.0,4.16
2023-11-28,HEC-CS-008,GIB,161.0,808.0,0.109,7.0851,8.8213,2,9.0,0.0,4.2
2023-11-28,HEC-CS-008,HAM,1077.2,808.0,0.0086,1.0048,62.1997,0,13.0,0.0,7.2
2023-11-28,HEC-CS-008,IST,1478.1,808.0,0.0124,0.6242,100.1314,0,12.0,0.0,1.67
2023-11-28,HEC-CS-008,LIM,1736.2,808.0,0.0863,0.1866,335.0185,0,4.0,0.0,1.67
2023-11-28,HEC-CS-008,MLT,840.6,808.0,0.0233,0.6669,93.7166,0,12.0,0.0,4.16
2023-11-28,HEC-CS-008,MRS,493.9,808.0,0.0287,1.1357,55.0343,0,12.0,0.0,3.59
2023-11-28,HEC-CS-008,PIR,1249.5,808.0,0.0355,0.7798,80.1455,0,9.0,0.0,1.67
2023-11-28,HEC-CS-008,PSD,1770.4,808.0,0.48,0.5412,115.4769,0,10.0,0.0,1.67
2023-11-28,HEC-CS-008,RTM,894.3,808.0,0.0127,1.3129,47.6056,0,10.0,0.0,3.74
2023-11-28,HEC-CS-008,TAN,191.6,808.0,0.5938,3.8972,16.0372,2,10.0,0.0,4.2
2023-11-28,HEC-OL-001,ALE,1359.8,2720.0,0.1345,0.531,1118.1017,0,8.0,41.1,1.67
2023-11-28,HEC-OL-001,ALG,1157.5,2720.0,0.1538,1.0002,593.6474,2,12.0,41.1,4.2
2023-11-28,HEC-OL-001,BCN,690.7,2720.0,0.0582,0.8312,714.3409,0,5.0,41.1,3.59
2023-11-28,HEC-OL-001,GEN,376.5,2720.0,0.0733,1.4223,417.4545,0,3.0,41.1,4.16
2023-11-28,HEC-OL-001,GIB,1154.2,2720.0,0.109,0.9883,600.7769,2,9.0,41.1,4.2
2023-11-28,HEC-OL-001,HAM,240.4,2720.0,0.0086,4.5025,131.8713,0,13.0,41.1,7.2
2023-11-28,HEC-OL-001,IST,858.4,2720.0,0.0124,1.0748,552.4333,0,12.0,41.1,1.67
2023-11-28,HEC-OL-001,LIM,1271.2,2720.0,0.0863,0.2548,2330.2717,0,4.0,41.1,1.67
2023-11-28,HEC-OL-001,MLT,850.5,2720.0,0.0233,0.6591,900.7927,0,12.0,41.1,4.16
2023-11-28,HEC-OL-001,MRS,511.5,2720.0,0.0287,1.0966,541.4568,0,12.0,41.1,3.59
2023-11-28,HEC-OL-001,PIR,855.4,2720.0,0.0355,1.1391,521.2374,0,9.0,41.1,1.67
2023-11-28,HEC-OL-001,PSD,1418.6,2720.0,0.48,0.6755,879.0375,0,10.0,41.1,1.67
2023-11-28,HEC-OL-001,RTM,343.5,2720.0,0.0127,3.418,173.7102,0,10.0,41.1,3.74
2023-11-28,HEC-OL-001,TAN,1184.5,2720.0,0.5938,0.6304,941.8734,2,10.0,41.1,4.2
2023-11-28,HEC-OL-002,ALE,1595.1,29325.0,0.1345,0.4527,1072.2727,0,8.0,69.0,1.67
